id,fecha,review,rating
12088301,2016-08-19T04:00:00Z,"I was in Brazil for the Summer Olympics as a volunteer and I needed to be close to the Olympic Stadium (Engenho). This home was perfect only 25 min by bus.

Kayanh and his family were awesome. He was great in making me feel at home, I left feeling like family. He took me on a tour of Rio on my first day and showed me everything to do in Rio. He was so accommodating and made me feel at home when I first arrived. Kayanh far exceeded my expectations. The home is so beautiful (I called it the tree house). The bedroom has everything- TV, fans, zoned air conditioning. The bathroom was awesome too. Everything was very well decorated and very clean. The neighborhood was great. It was in a very private, quiet neighborhood, close to the BRT and the area is very convenient, everything is in a walkable distance if you like walking. 

Kayanh home is 35-40 min from the airport by car and 1 hour from Centro Brazil, if you do not mind travelling by public transportation all the tourist areas are accessible.   

Kayanh and his family are the best hosts that you could ever ask for. I only speak English, and Kayanh spoke Portuguese and English which was a tremendous advantage. 

Kayanh and his family are 5 star hosts",9
12181533,2016-05-31T04:00:00Z,"It was very good, I recommend it to everyone. I chatted with the host via WhatsApp the whole time and didn’t have any problems, thank you for everything",8
12181533,2016-08-10T04:00:00Z,"The communication with the host and his wife was excellent, as was the welcome at Barra Leme Hotel Residence, which has a heated pool, a hot tub, free beach service, a gym, a games room, hair salons (at an additional cost), and is the best location on Barra Beach (between Post 1 and Post 2). It’s a safe and pleasant place with very reasonable pricing. Great thanks to the hosts and thank you",8
12253016,2016-08-14T04:00:00Z,We had a wonderful welcome. Fabio made us feel very comfortable. It was in a great location,8
12290090,2016-08-15T04:00:00Z,The apartment was lovely and spacious. I felt at home with my boyfriend and was able to really enjoy the Olympics because it was very well-located,8
12290090,2016-08-21T04:00:00Z,"We absolutely loved our first Airbnb experience! We liked everything: the welcome, the location, the tips, and the host’s friendliness. We recommend it to everyone",8
12290090,2017-09-23T04:00:00Z,"We were very warmly welcomed, had a very pleasant stay, and we wholeheartedly recommend it to everyone",6
12290090,2017-09-24T04:00:00Z,"This apartment was really great! Everything was very good, the host welcomed us warmly and even picked us up at the BRT station when we were going to Rock in Rio. The location was excellent for those going to the Olympic Park – while everyone else was stuck in huge lines for taxis/BRT, we were able to leave very easily, even in the middle of the night, without any trouble. It was my first Airbnb experience and I really enjoyed it! I recommend it",9
12290090,2017-09-25T04:00:00Z,"The place was exactly as described, the organization was excellent, and the location was better than I expected. I would recommend staying there",8
12355178,2016-07-08T04:00:00Z,It was a great experience. Ione gave me a lot of help on knowing the Rio and my travel plan! The room is very nice and clean. Every stuffs in the room are nice clean and beauty,8
12355178,2016-08-15T04:00:00Z,"Ione was a great host, very responsive and quite attentive. She made us feel very welcome during our stay and was even flexible in certain aspects. And the conversation was great",8
12355178,2018-01-02T05:00:00Z,"This was an excellent accommodation, with a very good location – it was safe, everything was nearby. Ione prepares the best breakfast. The view from her apartment is unique. We felt very comfortable during our stay",8
12234922,2019-02-08T05:00:00Z,Excellent host,5
1255979,2019-01-10T05:00:00Z,Nice place to be hosted at. Cozy and practical,6
11921637,2017-03-01T05:00:00Z,"This apartment is functional and thoughtfully decorated, and it genuinely has a wonderful view. It’s located in block 8 of Barra, just across the street from the beach. To get to the more lively area of Barra, you’ll need a car. The hosts were helpful and communication was smooth",8
125656,2019-01-27T05:00:00Z,"This is a small, cozy apartment close to everything. The environment is clean and the host is efficient in making the reservation. I recommend it",8
11948645,2017-01-13T05:00:00Z,The host canceled this reservation 16 days before arrival. This is an automated posting,1
11948645,2017-03-14T04:00:00Z,"This apartment was decent… it’s close to the main shopping centers in the West Zone, and you can walk or take the BRT to get there. The beach is nearby – you can walk or take an Uber (around R$8 to Praia da Macunha and Pontal). There’s a huge selection of amenities within the condominium, but you really should pay attention to the condominium’s rules. The pool isn’t operational on Mondays, and generally, I was satisfied",7
11948645,2017-11-18T05:00:00Z,"The service was excellent – Timo was particularly attentive. We brought our Labrador, and the condominium received her very well thanks to Augusto’s attention. The apartment was exactly as pictured, the cleanliness and reception were top-notch; nothing was lacking for the accommodation. It’s easy to access the more secluded beaches and also the avenues with lots of shopping. The location is very safe",1
11948645,2017-12-23T05:00:00Z,Wonderful stay. The apartment was super clean and cozy. The kitchen is practical and has all the utensils we needed,8
11948645,2018-01-28T05:00:00Z,Augusto and a first-class host,6
11948645,2018-02-03T05:00:00Z,"This was a perfect house for a family; the cleanliness was impeccable. The host was attentive and concerned for the guest’s well-being. The neighborhood was very quiet, close to shopping centers and beaches",9
11948645,2018-02-08T05:00:00Z,"Good afternoon, my stay with Augusto was fine, he was very attentive. The apartment had a wonderful view, a good space, and was in a quiet location. I recommend it. Maria do Carmo",8
11948645,2018-03-26T04:00:00Z,"We had wonderful days in Augusto’s apartment!!!! From Isabel, who took care of our check-in, to the condominium staff, everyone was very pleasant and welcoming. The apartment was super clean and organized, very well-equipped. The nearby beaches are beautiful, there are good restaurants and a shopping mall next door. I recommend it to everyone. We’ll love to return and stay again in his apartment! Thank you very much",9
11948645,2018-04-01T04:00:00Z,"This apartment was great! It was beautiful, clean, and had a wonderful balcony. It’s located within a condominium with a pool. We went to the beach at Ubatuba because we thought it was too far to go to the city center",8
11948645,2018-04-10T04:00:00Z,"Thank you, Augusto, for the service. He was very attentive",4
11948645,2018-04-23T04:00:00Z,"It’s very well organized, a new and well-maintained condominium",6
11948645,2018-05-02T04:00:00Z,Everything was as described in the advertisement. It’s very close to the shopping mall and the market. I’ll definitely be returning soon,8
11948645,2018-05-13T04:00:00Z,"Tima Receptividade e Acomodação is excellent. It’s very well-located and in a quiet neighborhood. It’s close to everything – the shopping center, Pão de Açúcar, and the beach. I highly recommend it",8
11948645,2018-05-28T04:00:00Z,"It was a great space, with a pool and an excellent location. I have nothing to complain about. Just a big thank you, THANK YOU VERY MUCH",6
11948645,2018-06-10T04:00:00Z,Sensational place,2
11948645,2018-06-17T04:00:00Z,"Excellent apartment, clean, well-equipped, in a very quiet location.

I will return many times with my family",9
11948645,2018-06-26T04:00:00Z,"You can expect a place with excellent infrastructure, well-maintained, modern, and welcoming, including families with young children. The host is helpful, polite, assertive, and doesn’t leave you feeling uninformed. Unfortunately, we had bad luck with the gas company making an error while I was there, but this wasn’t the host’s fault; he did everything he could to resolve it quickly. This allows us to confidently say that anyone wanting to stay here can be assured they are making a good choice",8
11948645,2018-07-02T04:00:00Z,"I loved my stay; it was a well-located, quiet place, close to beaches and shopping centers.

I want to program other freezers",6
11948645,2018-08-01T04:00:00Z,"The space is nice and the facilities are clean and well-organized.

I recommend it",8
11948645,2018-10-29T04:00:00Z,"Sensational, everything was exactly as arranged, very good, I recommend it to everyone",8
11948645,2018-11-04T04:00:00Z,I highly recommend it,5
11948645,2018-11-11T05:00:00Z,"This apartment is very beautiful, well-located, and has an incredible view. We loved the security and the attention that Augusto and Isabel gave us. We’ll definitely return again",8
11948645,2018-11-12T05:00:00Z,"Regarding the apartment of Augusto, I can only comment on the location; due to a lack of communication from the host, I was unable to check in, waiting at the front desk for 30 minutes and no one appeared. However, the apartment is in a good area for those who want to do things in Recreio and the Parque Olímpico region. The condominium is secure, and there’s a beautiful park nearby where you can take your pets for a walk.

Piquenique. I particularly found that I’d walked all over the city, and I thought it was far too distant, it felt like I’d never actually get there. Unfortunately I didn’t have a good reception; after making the reservation, the host didn’t respond to my messages, so I can only say that much. The building itself seems to be very good",3
11948645,2018-11-20T05:00:00Z,"The apartment owned by Augusto is comfortable and very well-equipped. It’s located in a quiet condominium with a games room, a steam sauna, a swimming pool, a hot tub, computers for internet access, a covered garage, and within walking distance of the beach, a shopping mall, and a supermarket – everything is about 5 to 10 minutes away on foot. I recommend it; it’s already on my list of favorites",8
11948645,2018-12-01T05:00:00Z,"This was a beautiful accommodation, everything was of extremely good taste. The host, Augusto, was very kind. The location was safe and quiet.

We loved it",8
11948645,2018-12-26T05:00:00Z,"Augusto was very attentive, the environment was pleasant and clean with plenty of resources for family living",8
11948645,2019-01-01T05:00:00Z,"The apartment is extremely clean and spacious, with easy access. It has everything you could need, from kitchen utensils like an iron and ironing board, to towels and bed linens. The host was fantastic, and I’ll definitely be returning for sure",1
11948645,2019-01-07T05:00:00Z,"Everything was very good! Augusto responded quickly to requests. The accommodations were in excellent condition, and the check-in and check-out services were very good, provided by the wonderful Isabel! It’s definitely worth it! The cost-benefit is very good! I highly recommend it",8
11948645,2019-01-10T05:00:00Z,"Ento... O apartamento tem vista para a Avenida das Americas e fica perto da…

The Civil Police station, which guarantees a total sense of security for daytime walks, is located within the condominium. The staff are very nice, I was very well received, and Augusto also recommended places for leisure",6
11948645,2019-02-05T05:00:00Z,"The apartment was clean and comfortable, but it isn’t ideal for families",6
12354373,2017-03-09T05:00:00Z,"A great space for relaxation! Alice’s space is comfortable and quiet, where you can walk safely enjoying a beautiful landscape with mountains. There’s lush vegetation. In addition to the possibility of hiking to waterfalls. Alice and her family were very helpful and assisted us with whatever we needed. Thank you for everything",8
12091894,2019-01-03T05:00:00Z,"Excellent hospitality from Armando. Very good apartment, very modern and comfortable",8
12403784,2016-08-21T04:00:00Z,"The apartment was incredible. It was super well-maintained. It was organized, clean, and I even received a welcome kit :) I felt very welcomed. The location was very good. I recommend it",9
1264811,2018-04-16T04:00:00Z,"The location is convenient, and the apartment was exactly as described. Leandro was a very kind host and assisted with everything I needed",8
12657285,2016-12-30T05:00:00Z,Lusa was a very correct and concerned person regarding the good stay. The apartment is cozy and close to the beach,7
12657285,2017-01-02T05:00:00Z,Lusa is an excellent and very attentive person. Her apartment is cozy and close to the beach. I’ll definitely return soon,8
12657285,2017-01-06T05:00:00Z,Lusa is an excellent person; the apartment is very well located and spacious. It’s just one block (quadra) from the beach,8
12657285,2017-01-16T05:00:00Z,"Excellent property, well-located and cozy, and the host was very attentive. I’ll return",8
12657285,2017-02-28T05:00:00Z,Timo Imvel is located one block from the beach and near a pharmacy and supermarket,7
12657285,2017-03-05T05:00:00Z,"timo imvel aconchegante e próximo do melhor ponto da orla.

The host was very attentive, and I would return in another opportunity",6
12591225,2017-02-28T05:00:00Z,"Close to the metro (Jardim Oceanico, 1.2km, 15-20 walk). Really nice, 2-level brand new penthouse in a quiet residential area, just one block from the beach.  Various good restaurants nearby and a convenient supermarket on the corner.  Accommodates 12 persons (adults only, apartment is not exactly child friendly because of the 2 levels and the swimming pool on the 2 floor) with more than enough space to relax and feel like in a spa environment",9
1273526,2014-08-30T04:00:00Z,Patricia was a good host! she is friendly and helpful and at the same time she was not always at home so we had our own space. I,6
1284892,2019-01-27T05:00:00Z,"The apartment is located locally, spacious, clean, and organized",8
12639342,2019-01-26T05:00:00Z,"The location is great – everything is nearby and the neighborhood is leafy and beautiful. Everything was super clean, well-decorated, and cozy. The host was attentive and lovely. I recommend it",1
12651199,2019-02-03T05:00:00Z,The host was very welcoming and was 100% available for any information. The apartment was very well-maintained and located on Ilha do Governador. I recommend it,9
12761564,2016-08-14T04:00:00Z,"It’s a small and simple apartment, but very clean, with plenty of natural light all day long. It has everything you need to feel very comfortable and is located in a very quiet, pleasant, and safe area of the Taquara do Ro neighborhood in Rio de Janeiro.

It’s easily accessible from Galeão International Airport to the Taquara BRT station. The apartment is close to the

The BRT Taquara metro station is a good starting point for getting anywhere in Rio de Janeiro. There are restaurants, pharmacies, bakeries, large stores, and nearby shops that you can easily walk to.

Don Paulo Henrique is a kind, generous, and very friendly host. Without a doubt, when I have the opportunity to return to Rio, I would stay at that apartment again",9
1304552,2019-02-01T05:00:00Z,Location location location! This is a great studio in the right place. It has everything in it you could need for a short stay. Theres a doorman at the building who gave us the keys because and everything went smoothly. It looks exactly like the pictures,8
1310141,2017-02-28T05:00:00Z,"The apartment was true to what was shown on the website, but the building is a bit old. The bed is also a little firm, but the location of the apartment is excellent, close to everything with easy access to transportation. Carmella was very attentive and helped us with everything we needed, including adjusting the check-in and check-out times to suit our needs",8
13304991,2018-12-28T05:00:00Z,Outstanding hospitality,6
13324467,2019-01-31T05:00:00Z,"Anyone considering this Loft will be surprised by how clean and well-cared for it is, thanks to the host. Everything is very well organized and has excellent taste; the host has clearly thought of every little detail. Everything that was recommended to us as a route was fantastic! Congratulations, Raygs, everything was wonderful",8
13361526,2016-08-17T04:00:00Z,"The apartment was fantastic and Sara (Sabrine’s friend) was incredibly attentive and flexible! The location was excellent (on the border between Leblon and Ipanema, close to the lagoon), with the metro station right in front of the building (the new line will open to the public in a few months). The apartment was bright and exactly as it appeared in the photos! The only downside was the noise level – due to the construction of the metro and the central construction site being very close to the apartment, there was moderate noise during the day, and also some activity on a few nights, which should continue for some time yet. Furthermore, the building is undergoing external renovations on the ground floor, and the noise level was quite high during the period we were staying. It will be beautiful once the renovation is finished! Thank you for your hospitality, Sara",8
13361526,2016-08-22T04:00:00Z,"Even arriving at 6:30 in the morning with only one day’s notice for the reservation, we were received very well and they went out of their way to ensure our stay was perfect. Excellent location",8
13361526,2017-03-01T05:00:00Z,"This apartment is incredible, in the best possible location! Also, Sara is very sweet, polite, and goes out of her way to help!

I highly recommend it",8
13361526,2017-04-17T04:00:00Z,"The apartment is bigger than it appears in the photos; it’s ideal for a couple. It was completely clean and organized. The location is excellent, close to the beach, the Leblon shopping mall, right in front of the metro, near shops, markets, restaurants, and cafes. The host was attentive and available. The building is renovated and the staff are super friendly. We will definitely return! Ahhh Rio, what a wonderful city",9
13361526,2019-01-12T05:00:00Z,"The apartment is clean, spacious and well equipped. The localisation is perfect: in front of metro, near the shopping Leblon, 2 blocks from the beach. Sabrine was very reactive, the checkin and checkout were well organized. Excellent value for money",9
13411324,2018-11-19T05:00:00Z,"I spent 4 days during the holiday at Teresa’s house. The house is very well-located. We were concerned about safety and so on, but the neighborhood was very quiet and we had no problems with anything. Teresa’s house is well-equipped with everything… beds, tables and bathrooms, and kitchen utensils. The bathroom was the most beautiful thing kk, very clean (we loved it) … Her reception was very good and so was that of the gatekeepers. Everyone was welcoming and hospitable. I will definitely return there",8
13344796,2016-08-29T04:00:00Z,"Eduardo was always available and could provide assistance whenever it was needed. He helped us get our bearings in the city and plan our trips.

He was always incredibly friendly and in a good mood",8
13373114,2016-08-09T04:00:00Z,"This was a very good apartment – comfortable, with good furniture, and very well-located. The building was also excellent, with good security and cleanliness. The equipment was excellent, and it was a great experience. The host was very friendly and helpful. I recommend it",8
13366855,2016-08-12T04:00:00Z,"Our stay was very nice. Our host was very helpful with giving us advise as well as assisting us with organising a Taxi when we arrived at the airport.  The neighbourhood discription could have been a bit more specific, for example the bus routes / stops and where the closet mall is.  The apartment complex was nice and security was great",8
13366855,2016-08-23T04:00:00Z,Julia was very attentive and helpful. Everything was fine,6
