apartment_id,fecha_review,Review,RatingPrediccion
1503655,2017-01-08T05:00:00Z,apartment shown picture clean nice location host superb,8.28
1503655,2017-10-16T04:00:00Z,pelins cosy apartment lie quiet street vivid part istanbul amenity make feel home bed good apartment clean airport min walk pelin wonderful host,9.3
1503655,2017-11-17T05:00:00Z,comfy charming apartment foot high ceiling flat great neighborhood hip cafe restaurant little market around terrific bakery right across street sell best simit small bread town also easy walk center cihangir karikoy taxsim pelin attentive helpful host great stay favorite istanbul neighborhood,9.49
1550449,2015-09-28T04:00:00Z,district calm two supermarket within minute walking provide whatever lack arda kind helpful house everything may need accomodation concern cat ignores unless call,6.84
1550449,2015-10-01T04:00:00Z,perfectly describe one word itas huge advantage house close main street beach,7.46
1550449,2018-09-21T04:00:00Z,silent room near bosphorus ara helpful person thank ara,8.36
1560753,2014-01-03T05:00:00Z,great place near taksim square minute walking polite friendly helpful host impressed appartement cleanbig enoughwith regular service allawesome thank everything regard marijana eljko,9.03
15963882,2017-07-14T04:00:00Z,host canceled reservation day arrival automated posting,2.25
15963882,2018-08-08T04:00:00Z,wonderfully magical place grand view quiet relaxing fantastic island celal wonderful host took great care wellbeing recommended favorite place shopping location best place weave prince island far,7.79
16155960,2016-12-20T05:00:00Z,host canceled reservation day arrival automated posting,2.25
16155960,2017-01-07T05:00:00Z,good,5.13
16155960,2018-06-22T04:00:00Z,host canceled reservation day arrival automated posting,2.25
16241397,2016-12-31T05:00:00Z,please provide review want translate need original text perform translation youve described,3.54
16241397,2017-06-06T04:00:00Z,galata guesthouse one best place stay istanbul location central walking distance major site public transport tramvay metro minute residence view roof amazing memorable experience communication relaxed made agreement easily,7.7
16241397,2017-06-23T04:00:00Z,nice people apartment run area used selling construction good apartment hotel non residential area,3.64
16241397,2017-10-15T04:00:00Z,ai responds promptly itas helpful person duration stay,8.49
1676806,2014-08-18T04:00:00Z,made feel welcome gave good information roomstudio clean comfortable liked much,8.16
16775246,2018-04-14T04:00:00Z,host canceled reservation day arrival automated posting,2.25
18277596,2018-08-16T04:00:00Z,host canceled reservation day arrival automated posting,2.25
18137446,2017-08-23T04:00:00Z,people friendly like apartment nice,6.05
18137446,2017-09-03T04:00:00Z,kind man also nice home night big family big house great location good communication good answering everything great,7.9
18137446,2017-12-01T05:00:00Z,host canceled reservation day arrival automated posting,2.25
18137446,2018-03-17T04:00:00Z,excellent location close airport big part seaside stylish quite luminous place excellent view big balcony park sea caner kindly met u bus station overall enjoyed much stay caners place,7.88
18137446,2018-04-10T04:00:00Z,great house good location easily accessible everything,8.84
18137446,2018-04-18T04:00:00Z,host canceled reservation day arrival automated posting,2.25
18137446,2018-04-28T04:00:00Z,thank cleaning,1.44
18137446,2018-05-31T04:00:00Z,host canceled reservation day arrival automated posting,2.25
18137446,2018-06-03T04:00:00Z,caner accommodating place better picture showed clean stylish quite street walkable restaurant cafe,6.24
18137446,2018-06-30T04:00:00Z,everything good topnotch,8.48
18137446,2018-07-11T04:00:00Z,great place comfortable bed huge kitchen peaceful street amazing view terrace easy walk grocery store park across street great place let kid run easy walk along sea near aqua florya mall aquarium plenty play park along way,9.39
18137446,2018-07-31T04:00:00Z,great location nicely furnished apartment lot privacy great communication highly recommended,7.56
18137446,2018-08-06T04:00:00Z,host canceled reservation day arrival automated posting,2.25
18137446,2018-09-10T04:00:00Z,luxurious apartment ever airbnb everything look exactly like photo view terrace magnificent quiet safe neighborhood perfect place family car,9.33
18137446,2018-09-23T04:00:00Z,huge place great view peaceful place great time,9.05
17971704,2018-10-21T04:00:00Z,host canceled reservation day arrival automated posting,2.25
17897640,2017-06-25T04:00:00Z,place really good nice location pleasant host highly recommend,5.66
19559597,2017-08-07T04:00:00Z,advise,4.67
19559597,2017-09-17T04:00:00Z,warm hospitableher english good wellwould definately back,5.5
19559597,2018-02-12T05:00:00Z,apartment awesome comfy clean location great access everywhere easy gunes great host enjoyed place lot definitely recommend also supermarket right building add,9.43
19559597,2018-02-27T05:00:00Z,great place really clean comfy host host helpful definitely back highly recommended,9.2
19559597,2018-03-11T05:00:00Z,first time kind gnes coworkers helped u highest level feel selfe like hotel mindenkinek csak ajnlani tudom aki rrtk arnyban nagyon jt szeretne szeret pozitvan csaldni back go soon possible,8.03
19559597,2018-03-18T04:00:00Z,clean house,8.47
19559597,2018-05-13T04:00:00Z,everything great lovely apartment amazing shower location perfect need however negative comment would floor carpet could cleaner floor seemed dusty also breakfast provided extremely limited honest standard accommodation good everything good everyone friendly helpful,8.36
19559597,2018-08-31T04:00:00Z,hotellike kind place excellent facility clean near mall swimming pool,4.22
19559597,2019-01-11T05:00:00Z,extremely happy property clean super comfortable stay highly recommended,9.35
19585860,2018-10-16T04:00:00Z,erdem really nice guy helped lot thing location good safe comfortable travel apartment quite good fine value,5.57
21174788,2018-09-01T04:00:00Z,looked like photo website bed bedroom pillow werenat comfortable also cleanliness issue buildingas parking area usable couldnat use outside place could outside,2.0
21174788,2018-09-17T04:00:00Z,thank u sure,7.97
21174788,2018-12-17T05:00:00Z,irmac great host nice pleasant always responsive,8.96
21061587,2017-12-31T05:00:00Z,host canceled reservation day arrival automated posting,2.25
21061587,2018-01-01T05:00:00Z,day trip turkey met best host house near ataturk international airport host good man warm nice need help patient like family,6.47
21155900,2017-10-17T04:00:00Z,site pleasant host friendly,7.72
21155900,2018-04-13T04:00:00Z,host canceled reservation day arrival automated posting,2.25
21155900,2018-04-20T04:00:00Z,room quite comfortable clean breakfast generous good also welllocated however significant effort needed regarding responsiveness took day change lightbulb,5.14
21155900,2018-05-07T04:00:00Z,book turned room available left nowhere stay manager refused talk u stay u,7.07
21497042,2018-05-12T04:00:00Z,gzel huzurlu bir yer tavsiye ederim konaklamayi dnucek insanlara beautiful peaceful house lady rasha nice person would recommended stay,8.88
21493665,2017-11-04T04:00:00Z,farouq excellent host arrived showed u place eat shop different way arrive home apartment beautiful two bedroom two bathroom one kitchen small independent everything need also clean always find farouq hidden airbnb help every question apartment good location close blue mosque hagia sophia interesting point wifi good thanks everything magic city,8.82
21493665,2018-01-02T05:00:00Z,clean pleasant accommodation well located visit many monument,8.92
21493665,2018-01-18T05:00:00Z,excellent place service itas close historical site restaurant public transport,5.46
21493665,2018-02-18T05:00:00Z,great vacation farouq good host apartment clean welcoming recommend,9.31
21493665,2018-04-16T04:00:00Z,perfect combination price quality apartment clean comfortable location excellent picturesque authentic area minute sultanahmet quarter apartment price restaurant lower tourist place nearby great place excellent breakfast ziya baba turk mutfagiinexpensive tasty hookah reggae br shot food farouq quickly answer solves problem,7.9
21654414,2017-12-17T05:00:00Z,location central convenient discovery istanbul flat perfect couple clean comfortable,9.33
21654414,2018-02-12T05:00:00Z,decent clean room fair price,8.43
21654414,2018-02-25T05:00:00Z,location lovely quiet thank recommend,7.58
21654414,2018-03-25T04:00:00Z,central location modern clean room good price,8.98
21654414,2018-10-01T04:00:00Z,good location little away main tourist area comfortable bed warm cold reliable internet easy communication check thank,6.1
21654414,2018-10-24T04:00:00Z,small room clean close taksim friendly staff flexible,9.05
21954331,2018-09-14T04:00:00Z,good location stay,5.5
22134640,2018-08-17T04:00:00Z,host canceled reservation day arrival automated posting,2.25
21686582,2017-11-29T05:00:00Z,seyma great host flat centre besiktas well located calm street room flat general clean recommend thank seyma support attention best thiago,9.22
21686582,2017-11-30T05:00:00Z,apartment quiet street near trendy area beikta restaurant nightlife apartment clean seyma nice great host absolutely recommend place,8.3
21686582,2018-07-08T04:00:00Z,flat located one best suburb istanbul respectful hospitality local enjoyable,8.29
23219274,2018-03-25T04:00:00Z,amazing value service highly recommend,6.24
23298687,2018-04-01T04:00:00Z,house originally paid switched last minute due appliance issue know house switched another apartment arrival home house clean small people traveling extremely tight stay manageable tried make best experience home originally paid planned,7.97
23298687,2018-04-10T04:00:00Z,nice flat,5.26
23298687,2018-07-29T04:00:00Z,lovely apartment lively busy neighborhood istanbul communication excellent quick however higher expectation wifi connection extremely poor toilet seat broken mold shower window door difficult open close air conditioning however worked perfectly well,6.74
23298687,2018-08-10T04:00:00Z,,4.91
23755792,2018-03-15T04:00:00Z,mukemmel,4.91
24492886,2018-10-27T04:00:00Z,,4.91
24492886,2018-11-06T05:00:00Z,good location,4.61
25134372,2018-06-25T04:00:00Z,ufuk great host location good min far taksim square allergy againts cat think twice cat,4.54
25134372,2018-07-05T04:00:00Z,host canceled reservation day arrival automated posting,2.25
24418052,2018-06-15T04:00:00Z,thank imini barkai warm welcome home first berkay emini educated friendly people loved talking discussing many topic addition spending time together dog max cute dog love first sight miss lot secondly room clean quiet contains everything traveler want third transport close neighborhood even safe quiet contains grocery store restaurantsetc rate stay rating fantastic finally thank emini barkai welcomed miss much greeting another occasion inchallah ahmed bilal benyahia,9.28
24418052,2018-07-08T04:00:00Z,great place stay emine berkay helpful nothing much ask house clean well equipped bit fair centre well commected public transport,8.77
25241699,2018-12-13T05:00:00Z,fatih one best host ive met he renting room share home guest heart first day made amazing dinner u taught make turkish tea coffee told lot interesting thing turkey local man know also made list best place istanbul crowded tourist feel real istanbul life anyone ever done apartment located really quite friendly area tourist real local experience good transportation option go anywhere room nice clean amazing view city bosphorus want escape noisy crowded touristic place get know real turkish life hospitality definitely choose fatihs place im sure youll surprised see turkey eye,8.9
25241699,2019-01-02T05:00:00Z,fatih great host ready help different situation perfect location house nice park around nothing usual touristic kind pleasant,8.94
24298167,2018-05-05T04:00:00Z,great experience,7.56
24298167,2018-05-17T04:00:00Z,hello artika great pleasure book brand new hotel time felt comfortable day istanbul family happy accomodation breakfast thank offering good facility u wish continue good business life thank,8.51
24298167,2018-06-17T04:00:00Z,lovely place great location,6.69
24298167,2018-06-18T04:00:00Z,,4.91
24298167,2018-06-27T04:00:00Z,great place location value good service staff place mint condition great location powerfull ac wifi,6.69
24298167,2018-07-12T04:00:00Z,,4.91
24298167,2018-07-30T04:00:00Z,great location clean hotel,9.04
24298167,2018-08-20T04:00:00Z,great location close tourist attraction place hotel staff cooperative,8.31
24298167,2018-08-22T04:00:00Z,host ready assist need communication problem good command english hand would recommend place anyone know,3.88
24298167,2018-09-05T04:00:00Z,great location great greeting,8.55
24298167,2018-09-15T04:00:00Z,enjoyed stay issue ride back airport driver minute late pick u sure give lot time,8.79
24298167,2018-09-22T04:00:00Z,host welcoming hospitable organised cheap punctual airport transfer u hotel located excellent place minute walk istanbul main site allowed u come go pleased day room clean air conditioned bed comfortable hotel located main street nice quiet evening view terrace amazing staff spoke brilliant english felt comfortable around staff also organised activity turkish bath hotel host swift responding query would definitely go back recommend affordable comfortable hotel,9.4
24298167,2018-10-02T04:00:00Z,place highly recommended perfect location perfect communication perfect accomodation would come back istambul definitively repeat artika hotel thanks everything,9.16
24298167,2018-10-20T04:00:00Z,hotel excellent location really close blue mosque grand bazar many restaurant hotel staff try much help great stay,8.9
24298167,2018-10-23T04:00:00Z,artika hotel outstanding room clean nice liked bathroom especially personal attention salih bey remarkable gave u tip sight u respect salih bey thank recommend artika everyone want discover istanbul,9.09
24298167,2018-11-23T05:00:00Z,outstanding location clean room easy reach attraction nice host,9.15
24298167,2018-12-03T05:00:00Z,beautiful stay nice hotel super helpful staff perfect location enjoyed stay istanbul absolutely stay artika hotel highly recommand,9.65
24298167,2018-12-05T05:00:00Z,perfect location clean good hospitality kind staff highly recommended,9.32
24298167,2019-01-14T05:00:00Z,staff extremely helpful location convenient le minute walk blue mosque breakfast basic,9.05
24298167,2019-02-04T05:00:00Z,would wholeheartedly recommend artika anyone communication spoton staff friendly helpful fault cleanliness acceptable location right minute walk away blue mosque meant never disturbed early morning call prayer many review mention noisy bed comfortable slept well breakfast adequate fact everything exceeded expectation hotel price bracket salih team able arrange anything provided u good advice tip travelling elderly mother mobility issue managed location without difficulty turn left hotel steep hill keep climbing hit street tram turn right walk mosque along mostly level road walk back tram road blue mosque hotel easy check newly opened roman cistern hill discovered smaller cistern basilica equally impressive crowd havent discovered yet visitor vast underground space towering column,8.95
24298167,2019-02-08T05:00:00Z,,4.91
251414,2012-01-06T05:00:00Z,nice trip istanbul apartment nice feel like home location perfect walk taksim minute really liked place lot,9.03
24755982,2019-01-10T05:00:00Z,great experience turkish family actually could find word describe family,2.29
25239252,2018-09-16T04:00:00Z,amazing host able book day last minute able check minute later great place would recommend,6.94
24652972,2018-07-08T04:00:00Z,place really nice enjoyable,5.76
24652972,2018-07-21T04:00:00Z,great place stay cool extra helpful went extra mile driving u showing u around kitchen bathroom filled essential would love stay sometime future special thanks can parent sweet generous also went extra mile bringing u snack cooking u food highly recommend can apartment anyone visiting turkey,8.45
24652972,2018-11-02T04:00:00Z,thank much host nice stay,3.55
24652972,2019-01-08T05:00:00Z,,4.91
24652972,2019-01-25T05:00:00Z,nice place,2.94
2538085,2014-03-24T04:00:00Z,apartment described clean quiet located safe familylike neighborhood ideal visiting stanbul eda really nice make feel like home go istanbul place want stay,9.07
2538085,2014-04-15T04:00:00Z,say full resposibilty best host ever hosyed eda friendly helpful word intelligent interesting personality thankful room lovely every thing enought fo clean nice eda flat place good energy love location also great near public transportation really lucky see eda welcome egypt many thanks spesialy ozge,9.43
25570581,2018-08-12T04:00:00Z,hospitality beautiful view house somewhat old could benefit thorough stylish renovation thank,3.41
25570581,2018-08-25T04:00:00Z,adid decide whether book lovea said abecause host seluk kind lovely conversation wonderfula thank much sister great meet,3.5
25570581,2018-10-14T04:00:00Z,nice people,5.02
25570581,2018-10-28T04:00:00Z,room bed linen clean old neglected environment room overlooking view didnat bathroom bathroom room windowless gloomy didnat feel comfortable,8.44
25570581,2018-10-30T04:00:00Z,seluk genuinely anxious person incredibly helpful u arrived much later expected anticipating wouldnt anything drink offered u water suggested breakfast terrace helped u find place going visit island location also convenient minute pier making arrival departure easy however street dark evening thatas something easily resolved phone flashlight,6.03
25723457,2018-07-08T04:00:00Z,stay flat quite pleasant communication pretty good aysegul ferhat flat clean apartment quite stylishthere security main door make place quite safe around flat local shop barely see tourist good place enjoy real local istanbul experience,4.58
25723457,2018-10-02T04:00:00Z,thoroughly enjoyed stay ferhat ayegls husband ayegls lovely apartment much spacious expected ferhat ayegl kind lovely host flat secure site area security kind vigilant really close large nearby mall well car im sure easily accessible without car assume difficult car minute ataturk airport ist made coming going cinch place comfortable spacious see picture small good glimpse place highly recommend staying ferhat ayegl,5.94
25845370,2018-06-24T04:00:00Z,host canceled reservation day arrival automated posting,2.25
25845370,2018-07-05T04:00:00Z,ezgis place flat really beautiful central location close everything safe nice neighborhood ezgi also perfect host helped u everything hospitality outstanding really recommend place everyone stay istanbul thank ezgi,9.46
25819967,2018-06-16T04:00:00Z,host canceled reservation day arrival automated posting,2.25
25819967,2018-10-05T04:00:00Z,cool location wonderful owner strongly recommend place,2.34
25819967,2019-01-27T05:00:00Z,size space worth amazing fantastic lively area kadiky plus dicle vegan chef,8.9
25819967,2019-02-11T05:00:00Z,dicle helpful host responded quickly house quiet peaceful location itas clean tidy minimalist comfortable stay definitely one first choice visit,9.42
25881010,2018-08-20T04:00:00Z,family stayed sin really pleased everything sin helpfull stay quick answer message,8.58
27452326,2018-08-09T04:00:00Z,photo absolutely nothing accommodation fuir,4.68
26712529,2018-08-24T04:00:00Z,sefas place comfortable small family child baby crib provided requested location also convenient walking distance taksim airport bus station havabus metro station ready walk uphill though leaving house since located small neighborhood small bakery right infront house convenient grab fresh bread bit grocery sefa responsed every query even borrow adapter also like fact provided small vacuum cleaner breeze cleaning since small space thank sefa appreciate hospitality,8.67
26712529,2018-08-31T04:00:00Z,wonderful location near taksim square istiklal street,4.14
26712529,2018-10-02T04:00:00Z,thank everything recommend highly,9.03
26712529,2018-10-12T04:00:00Z,excellent apartment highly recommend,5.89
27383511,2018-08-12T04:00:00Z,,4.91
27383511,2018-08-13T04:00:00Z,extraordinarily helpful even short notice,6.72
26669415,2018-07-16T04:00:00Z,fatima friendly kindness helped u lot city room good also thank,8.55
26669415,2018-08-24T04:00:00Z,warning photo real room different thing good place really close main sight minute walk small room three single bed drawer one bed broken ac broken seems age ago really stiffed air smell old house room even fan barely sleep well hostess didnt bother change linen slept dirty bed shit pillow also definite lack towel bathroom absolutely need massive repair amount mildew havent seen long time,7.11
27226157,2018-09-07T04:00:00Z,host canceled reservation day arrival automated posting,2.25
27226157,2018-10-04T04:00:00Z,elevator doesnat go roomas floor family child barely manageable climb narrow stair,2.19
27226157,2018-12-23T05:00:00Z,beautiful feel like home away home easy find,8.52
27156355,2018-09-05T04:00:00Z,itas much nicer look photo clean host really good hospitable,6.43
27156355,2018-09-08T04:00:00Z,location great itas even nicer look picture host good youare planning quiet peaceful holiday could definitely choose place,8.31
27156355,2018-09-09T04:00:00Z,truly magnificent house incredibly delicate touch itas like sort art gallery didnat much time conversation nilfer hanam everything flowed naturally anyway cat zeynep real character perfectly suited place highly recommend zkozac,8.98
27156355,2018-09-14T04:00:00Z,,4.91
27156355,2018-09-21T04:00:00Z,,4.91
27156355,2018-10-15T04:00:00Z,host canceled reservation day arrival automated posting,2.25
27156355,2018-10-21T04:00:00Z,location great sea viewif u would like enjoy silence piece right place,4.63
27156355,2018-11-12T05:00:00Z,good grateful recommend everyone relaxing stay,8.77
27156355,2018-12-30T05:00:00Z,left feeling pleased nilfer host home thank much everything,8.26
27156355,2019-01-01T05:00:00Z,nilfer hanam harika bir ev sahibi evinde aok mutlu aok huzurlu iki gan geairdik kendisi bizi hem candan karaalada hem de konuda yardamca oldu evin konumu oldukaa ideal hem aok tepede hem de tam rafta deail ada ara kullanalmasa olmamasa karfez olmamasa sebebiyle tam istediaimiz gibi sakin iki gan geairdik yalbaaa iain astanbuladaki kutlama seaenekleri mevcut olmasana raamen tercih etmedik evde nilfer hanam ihtiyacanaz olabilecek temel malzemeleri havlu ampul kurutma makinesi mutfak ara gereci vb size veriyor diaer ihtiyaalar iain raftaki marketlere ulaamak aok kolay evin balkonu aok keyifli manzarasa insanan iaini alayor elektrik sobas olmamasana karaan elektrik sobasyla aok rahat aamineyor wifi de aok iyi aalaaayor evde zeynep tarak adanda iki kedi var ikisi de aok uysal sevimli aocuklar astanbulaa bu kadar yakan olup kalabalaktan garaltaden bu kadar uzak olmasandan dolaya nilfer herey iin wrote wanting see dear nilfer hanam,8.48
27156355,2019-01-23T05:00:00Z,really magic place winter time possible filing like owner island looking like nobody sunrise balcony panoramic sea view silence cosmic peace love care owner house gentle cat cosiness artistic homs comfort make clean happy hope come back one day,7.56
28603723,2018-12-02T05:00:00Z,excellent bekita best place stay price,4.02
28603723,2018-12-29T05:00:00Z,host really helpful accommodating great stay place accommodation clean value money,9.17
28997335,2018-12-18T05:00:00Z,place amazing near center host perfect ready help anytime day issue starting wifi caching taxi outside needed even helping car love place appreciate host highly recommended,4.28
28307606,2018-10-11T04:00:00Z,nice kind cultured host home quite clear comfortable thanks everything,8.71
28307606,2018-11-15T05:00:00Z,good hospitality safe location itas close bus station public transport shop bank restaurant minute walk room big enough clean bed comfortable wifi worked without problem sebnem kind friendly helpful girl helpful travel suggestion place wanted visit highly recommend,9.41
28307606,2019-01-29T05:00:00Z,host gleryzl polite considerate woman felt like home fact felt better home thank ebnem besides propertyas location good apartment clean wellmaintained room large everything could possibly need,8.74
28307606,2019-01-31T05:00:00Z,ebnem sper bir evsahibi evi ok temiz konforlu evin konumu da gayet merkezi sahile caddeye yuruyerek ulasabilirsiniz sebnem super host house clean comfortable also house near seaside main street get walking,7.72
290608,2015-10-26T04:00:00Z,neighborhood excellent itas cute charming itas really strategically located booked thanks comment user like good stay,9.07
29274583,2018-10-29T04:00:00Z,wonderfully clean house perfectly meet accommodation need gleryzl hospitable welcoming host rather rundown area arenat familiar area wonat find particularly difficult satisfied recommend comfortably choose,4.64
27675306,2018-08-21T04:00:00Z,loved charming spotless little studioflat scilent corner beikta excellent wifi clean practical kitchen dilara superfriendly quick respond helpful information city look flat next time im istanbul,9.31
27675306,2018-09-10T04:00:00Z,host incredibly responsive friendly kind house beautiful comfortable pretty much everything need felt like home location central making really easy reach everything would definitely want stay next trip istanbul recommend,9.31
27675306,2018-09-21T04:00:00Z,dilara kind welcoming house quite central clean adequate would definitely choose visit one time,8.73
27675306,2018-09-25T04:00:00Z,great location clean beautiful place lovely person,8.75
27675306,2018-10-23T04:00:00Z,host canceled reservation day arrival automated posting,2.25
27675306,2018-11-26T05:00:00Z,considering location price rare apartment host particularly helpful especially regarding schedule iall definitely returning stay istanbul long heas available,3.59
27675306,2018-12-20T05:00:00Z,clean comfortable lovely house everything needed house located heart nanjing quiet street traffic ideal sensitive noise pleased would definitely recommend,8.68
27675306,2019-01-02T05:00:00Z,place location cant beat amazing neighborhood close interesting part city walking distance istanbul best cafe breakfast place restaurant truly happy grateful dilaras apartment location made stay much nicer bed comfortable long day spent walking around bedsheets towel clean made easy feel home lot storage space case stay longer good reliable high speed internet equipped kitchen basic need cozy living room everything amazing dilara gave u amazing recommendation whenever needed help question thing area always reach responded quickly every time needed ask question truly one best host thank dilara criticism bathroom either sink shower drain giving odor made bit smelly im sure easily fixed though,9.13
27942191,2018-09-29T04:00:00Z,redas place notice friendly help best,3.46
28475232,2018-10-09T04:00:00Z,really enjoyed stay entire studio room apartment said listing neighbourhood really interesting close cool taksim bar restaurant communication check breeze host helpful secure well highly recommend,9.21
2787408,2018-09-06T04:00:00Z,host canceled reservation day arrival automated posting,2.25
29249672,2018-10-30T04:00:00Z,busra lovely helpful host gave u lot great place visit always quick respond message apartment really cool clean cosy people however bed quite small people busra kindly let u bed without issue paid u get turkish sim wifi working resolved issue really enjoyed stay location convenient thanks,8.94
29249672,2018-11-06T05:00:00Z,amazing person place,5.94
29249672,2019-01-04T05:00:00Z,lovely simple boring apartment wellmaintained clean location perfect quiet itas truly best place experience istanbul authentic way host also beautiful person helpful always availablea definitely someone enhance visit city highly recommended,9.48
29249672,2019-01-25T05:00:00Z,perfect location istanbul,8.98
29249672,2019-02-12T05:00:00Z,wifi working appears input comma string therefore translation,4.6
27794194,2018-10-27T04:00:00Z,idil great host friendly showed around city went together view flat amazing used flat work online call recommend,8.57
27794194,2018-12-24T05:00:00Z,thank much felt comfortable would definitely book simply excellent highly recommended thank idil,4.43
28911645,2019-01-20T05:00:00Z,hospitable host friendly helpful clean tidy place,8.9
29332500,2018-11-06T05:00:00Z,host canceled reservation day arrival automated posting,2.25
29358615,2018-11-18T05:00:00Z,lovely canal house wellmaintained cared positive welcoming host property clean good location even better expected would definitely recommend would also happily book thank endlessly,6.77
29432887,2018-11-03T04:00:00Z,devrim friendly welcoming host room smaller expected clean tidy outside location perfect,9.05
29562736,2019-02-03T05:00:00Z,great location comfortable beautiful house,8.79
27586912,2018-09-27T04:00:00Z,accommodation completely met expectation spotless cozy area around balat equally beautiful huge number small cafe restaurant woman felt safe comfortable thank host recommend accommodation everyone,9.12
27586912,2018-12-22T05:00:00Z,great location balat amazing area great hospitality back,8.24
28848228,2018-10-10T04:00:00Z,highly recommending everyone much better expectedspacious room beautiful lake sea view,7.89
28848228,2018-10-30T04:00:00Z,good,5.13
28848228,2018-11-05T05:00:00Z,,4.91
27624168,2018-08-13T04:00:00Z,host canceled reservation day arrival automated posting,2.25
28055051,2018-09-04T04:00:00Z,everything great ugur thank hospitality quick response last minute request location great place clear nice liked stay,7.71
28055051,2018-09-05T04:00:00Z,nice place,2.94
28055051,2018-09-22T04:00:00Z,uur nice host house clean good emplacement recommend,8.68
28055051,2018-09-23T04:00:00Z,everything nice location fast checkin fast answer via messenger,8.18
28055051,2018-10-01T04:00:00Z,,4.91
28055051,2018-10-19T04:00:00Z,perfect location friendly people good space,8.24
28055051,2018-11-12T05:00:00Z,great location center fatih tram station near house meter metro station aksaray ataturk airport uur sociable responsible person recommend,4.7
28055051,2018-12-09T05:00:00Z,location good uur polite delicate never disturb u made u feel comfortable room enough linen couch actually small two people wont feel comfortable one nevertheless opportunity enjoy evening cup tea netflix pleasant enough,7.22
28214469,2018-09-16T04:00:00Z,help host possible fetch,4.27
29110619,2018-11-02T04:00:00Z,cozy clean room loved trust ene definitely everything good,9.13
27873052,2018-10-05T04:00:00Z,nice,5.19
27873052,2018-10-20T04:00:00Z,count helpful accommodating host stay feeling like youre home problem,8.72
27873052,2019-01-11T05:00:00Z,shortly stay houres good,5.94
27873052,2019-01-26T05:00:00Z,daniz great host thoughtful wonderful lady would defiantly stay place sure recommend everyone one great value thank letting staying place,8.12
28197193,2018-10-16T04:00:00Z,,4.91
28197193,2018-10-28T04:00:00Z,,4.91
28197193,2018-11-03T04:00:00Z,,4.91
29078967,2018-10-15T04:00:00Z,,4.91
29078967,2018-10-23T04:00:00Z,eh walla dont know start stay special many level ended musa place previous host cancelled booking boarding flight istanbul happened best part trip musa responded quickly even gave discount throughout stay musa halim attentive thoughtful forget beautiful cat chizik though student still place clean stylish close everything need like literally everything transportation taksim square metro minute walk away tram findikli mimar sinan university like minute walk taxi also available throughout day night near main road grocery store fruit shop right outside home foodrestaurant available hour actually get thing delivered anytime night even kitchen amenity using ever may concern planning go istanbul reading dont think twice contact musa enjoy stay p learning english communicating easy really make effort make stay comfortable ask need anything theyll get done kind intention make friend learn different culture whole heartedly welcome guest enjoy guy ok ok teekkur ederim take care see soon cheer areeb,9.03
