apartment_id,fecha,Review,RatingPrediccion
12857841,2017-09-26T04:00:00Z,"6 . We rented this apartment for one knock in Istanbul, the apartment completely corresponds to the photo, the location is excellent in the sakm center, the Blue Mosque, Hagia Sophia and the Grand Bazaar are within walking distance. The owner is very friendly, speaks English and a little Russian. The apartment is quite spacious, we accommodated 6 people there",8
12857841,2018-03-12T04:00:00Z,"Ali and Ramazan were very attentive and hospitable hosts, the apartment was very well-located, comfortable, and made our experience the best. Many thanks again",8
12857841,2018-03-26T04:00:00Z,We had amazing experience stay in Istanbul.  The place was exceptionally clean and spacious.  Both Ramazan and his assistance Ali were very helpful,1
12857841,2018-04-08T04:00:00Z,"Ramazan the landlord, is very quite man but  he is very helpful. His apartment is suitable for my family (7 adult+3 kids) with 2 bathroom + 2 toilets, enough space kitchen, living and dining room. 5 minutes to Blue mosque, metro station.
Ramazan family has a restaurant, close to apartment, in my opinion is one of the best for taste and price, Thanks to Mr Osman, owner and chef who cook for my family a delicious testi kebap and tuzda balik. 
To make is short we have a beautiful memory of stay in Mr Ramazan apartment",8
12857841,2018-06-11T04:00:00Z,"This Airbnb fully met expectations. The communication and welcome were excellent, and they provided great help, for example, with getting a taxi",8
13112091,2018-06-30T04:00:00Z,"A nice and complete room, wonderful pools, gym, 15 minutes by walk to the nearest mall, very responsive owner,  and a very reasonable price, what else do you need to complete your wonderful experience in Istanbul? THIS IS DEFINITELY THE PLACE TO GO TO! I will definitely suggest this place to everybody who will visits istanbul. The owner is very toughtful also, and she is very nice",9
13272687,2019-02-03T05:00:00Z,"Chroniss Apartment is most amazing one in the AirBnB because  fantastic view of Golden Horn, perfect location that very close to stiklal Street, comfortable design for guests and professional house keeping services by Margarita. Street was very silent to take a rest and good sleeping at night although close to attractive places.  We felt like a month although stayed 9 nights only. We loved the apartment and take our time to have coffee in front of window to look perfect panaroma and listen cool music. If you like to enjoy your time, this apartment is definitely for you... Thanks for your kind hosting and professional services.  Hope to see you again",9
13164714,2019-01-04T05:00:00Z,"Tugba was a really nice host, although our flight had a delay, she waited patiently for us. \nother than that the apartment was in a really good condition and the location of the place was exceptional",8
13696235,2018-11-27T05:00:00Z,"We stayed for 10 days in Istanbul and felt very comfortable in this apartment. The apartment has a small, built-in kitchen, which allows you to cook. The apartment is cleaned daily and towels are changed. Unfortunately, the Wi-Fi connection was very slow.

The location is directly on the coast between the Hagia Sophia and the Sultan Ahmed Mosque. So every day began and ended with a very nice walk.

Upon arrival, you must register at the responsible hotel (I believe it's called Spindel). It's located just around the corner and the reception is staffed 24 hours a day. Very friendly staff",8
13827870,2019-01-20T05:00:00Z,"Amazing host and very informative, perfect location in Taksim Square! Would recommend this apartment, as well as a, short or extended stay in Istanbul",8
1413677,2019-02-06T05:00:00Z,"Amazing
Merveilleux
Harika",2
14173253,2016-08-31T04:00:00Z,"This is a beautiful place as a hotel, but if you want to feel like you're in your own home, I wouldn't recommend it. The service and amenities are not provided like a typical hotel",4
14173253,2018-08-18T04:00:00Z,orta st,1
14173253,2018-09-25T04:00:00Z,"This is a very good hotel with a lovely view! The location is decent for accessing public transport, but the housekeeping service needs improvement",6
14146422,2018-07-31T04:00:00Z,"Aysem was very welcoming and kind, despite a very hectic arrival. I really enjoyed my evening with her in Kadiky and hope to return soon",8
14172532,2019-01-14T05:00:00Z,It is a room of a hostel. The hosts are very friendly and provides a lot of tips. Room is clean and towels provided. The shared bathroom was cleaned daily and sometimes it also depends on the other guests. I suggest add more light in the 2nd floor bathrooms. They also provided laundry and printing services. The lounge area is also a good place to hangout and meet other people,7
14294961,2019-01-28T05:00:00Z,"Perfect location, cozy, convenient, nice, and Aytach is the perfect company",4
14385513,2019-01-30T05:00:00Z,"In the heart of the Moda district, a discreet host offers a pleasant place to flourish in Istanbul",8
14360913,2018-04-03T04:00:00Z,"Really good location 5 mins walk from the Blue Mosque and hippodrome. Ismail was a really good host, great with kids, helpful in all respects from sightseeing to tips on how to get around. Room was clean and cozy. Fresh towels linen etc every day. Highly recommended",9
1476508,2019-02-07T05:00:00Z,Very nice and hospitable guy,6
1503655,2017-01-08T05:00:00Z,"The apartment is as shown in the pictures, it is very clean and in a nice location. The host is superb",8
1503655,2017-10-16T04:00:00Z,Pelins cosy apartment lies in a quiet street in a vivid part of Istanbul. It has all the amenities to make you feel at home. The bed was good. And the apartment was very clean. T1 to the airport is 5 min walk. Pelin is a wonderful host too,8
1503655,2017-11-17T05:00:00Z,"Comfy and charming apartment with 20+ foot high ceilings. The flat is in a great neighborhood. There are hip cafes and restaurants, and little markets all around, and a terrific bakery right across the street sells some of the best simit and other small breads in town. It is also easy to walk to the center of Cihangir, Karikoy, or Taxsim. Pelin is an attentive and helpful host. Great stay in my favorite Istanbul neighborhood",9
15417267,2019-02-03T05:00:00Z,Our room was a bit different than the photos. It wasn,4
1550449,2015-09-28T04:00:00Z,"The district was very calm, and there were two supermarkets within a minute of walking which can provide whatever you lack. Arda was very kind and helpful, and the house has everything you may need during your accomodation. My only concern was the cat, but she ignores you unless you call her",7
1550449,2015-10-01T04:00:00Z,I can perfectly describe it in one word: it’s a huge advantage that the house is very close to the main street and the beach,6
1550449,2018-09-21T04:00:00Z,A silent room near the Bosphorus. Aras very helpful person. Thank you Aras,7
1560753,2014-01-03T05:00:00Z,"Great place, near  Taksim Square, about 10 minutes from it by walking. Very polite, friendly and helpful host, we are impressed. Appartement is clean,big enough,with regular service. All in all-awesome! Thank you for everything. Regards from Marijana & eljko",8
15824730,2019-01-13T05:00:00Z,"We enjoyed our stay in Istanbul. The room was clean, the staff was very helpful and kind. The location is safe and close to the tram and main tourist attractions. For the price, it we couldn",8
15963882,2017-07-14T04:00:00Z,The host canceled this reservation the day before arrival. This is an automated posting,1
15963882,2018-08-08T04:00:00Z,"This was a wonderfully magical place with a grand view, very quiet and relaxing on a fantastic island. Celal was a wonderful host who took great care of our well-being and recommended his favorite places and shopping locations. It was the best place we’ve been on the Prince Islands so far",9
16060640,2017-10-22T04:00:00Z,The host canceled this reservation the day before arrival. This is an automated posting,1
1635900,2019-02-17T05:00:00Z,i airbnb quite a lot and this was one of ky best picks. the value is pretty amazing. you are smack dab in istanbul close to every thing...its close to the action but isnt noisy at night.  i will def try and make it back to this wonderful place,8
16155960,2016-12-20T05:00:00Z,The host canceled this reservation 11 days before arrival. This is an automated posting,1
16155960,2017-01-07T05:00:00Z,It was good,5
16155960,2018-06-22T04:00:00Z,The host canceled this reservation 5 days before arrival. This is an automated posting,1
16214034,2019-02-02T05:00:00Z,good location and good reception who is willing to help,6
16241397,2016-12-31T05:00:00Z,do it,1
16241397,2017-06-06T04:00:00Z,"Galata guesthouse is one of the best places to stay in Istanbul.  Location is central and walking distance from all the major sites, there is public transport both tramvay and metro 5 minutes from the residence. The view on the roof is amazing and all in all it was a memorable experience. Communication was relaxed and we made all agreements easily",9
16241397,2017-06-23T04:00:00Z,"Nice people. The apartment is in a very run down area only used for selling construction goods. It is not an apartment, it is a hotel in a non residential area",2
16241397,2017-10-15T04:00:00Z,The AI responds promptly. It’s a helpful person for the duration of the stay,2
1676806,2014-08-18T04:00:00Z,We were made to feel welcome. He gave good information. The room/studio was clean and comfortable. We liked it very much,8
16775246,2018-04-14T04:00:00Z,The host canceled this reservation 8 days before arrival. This is an automated posting,1
1685970,2015-01-04T05:00:00Z,We stayed 5 nights in Esra,2
18157368,2018-11-24T05:00:00Z,"Best airbnb place i stayed so far in istanbul. Centrally placed,  historical apartment in a quite neigbourhood. High ceilings, stylish decoration, sparkling clean, comfortable room, outstanding hospitality",1
18277596,2018-08-16T04:00:00Z,The host canceled this reservation 5 days before arrival. This is an automated posting,1
18137446,2017-08-23T04:00:00Z,"The people is a friendly 
I like this apartment is very nice",2
18137446,2017-09-03T04:00:00Z,Very kind man .. also very nice home .. i was there for 5 nights with my big family .. big house and great location .. good communication good answering .. everything was great,8
18137446,2017-12-01T05:00:00Z,The host canceled this reservation 22 days before arrival. This is an automated posting,1
18137446,2018-03-17T04:00:00Z,"Excellent location - close to airport, big part and seaside. Stylish, quite and luminous place, with excellent view from big balcony on the park and sea. Caner kindly met us at the bus station. Overall we enjoyed very much from our stay at Caners place",9
18137446,2018-04-10T04:00:00Z,"Great house and good location, easily accessible to everything",6
18137446,2018-04-18T04:00:00Z,The host canceled this reservation 11 days before arrival. This is an automated posting,1
18137446,2018-04-28T04:00:00Z,Thank you for cleaning it up here,4
18137446,2018-05-31T04:00:00Z,The host canceled this reservation 9 days before arrival. This is an automated posting,1
18137446,2018-06-03T04:00:00Z,"Caner was very accommodating and his place was better than the pictures showed, clean and stylish.
Very quite street and walkable to restaurants and cafes",8
18137446,2018-06-30T04:00:00Z,Everything was very good and top-notch,8
18137446,2018-07-11T04:00:00Z,"Great place!  Comfortable beds, huge kitchen.  Very peaceful street. Amazing views from the terrace.  Easy to walk to grocery store and the park across the street is a great place to let the kids run.   Very easy to walk along the sea near Aqua Florya mall and Aquarium, plenty of play parks along the way",8
18137446,2018-07-31T04:00:00Z,"Great location and nicely furnished apartment with lots of privacy.
Great communication, highly recommended",8
18137446,2018-08-06T04:00:00Z,The host canceled this reservation 16 days before arrival. This is an automated posting,1
18137446,2018-09-10T04:00:00Z,"It was the most luxurious apartment I have ever been in Airbnb. Everything looks exactly like on photos, the view from terrace is magnificent and quiet safe neighborhood. Perfect place for families with a car",8
18137446,2018-09-23T04:00:00Z,"Huge place, great view and peaceful place.
It was a great time",6
17827642,2019-01-20T05:00:00Z,"It was a very pleasant stay. Emre Bey is a very attentive host, and I would recommend him to everyone",7
17971704,2018-10-21T04:00:00Z,The host canceled this reservation 12 days before arrival. This is an automated posting,1
17897640,2017-06-25T04:00:00Z,The place is really good! nice location and very pleasant host) highly recommend,6
18954080,2018-07-23T04:00:00Z,The host canceled this reservation 9 days before arrival. This is an automated posting,1
191079,2018-09-17T04:00:00Z,Ali is really an outstanding host. While it may be cliche to say that he responds to,6
19244141,2019-02-10T05:00:00Z,Amazing host. Clean. Save. Pleasure to have met him. Hope for future stay,6
19441009,2018-05-05T04:00:00Z,"Horrible, horrible, horrible. Don’t ever go there. It’s a scam – full of misleading information. It’s extremely dirty",1
19559597,2017-08-07T04:00:00Z,I advise,1
19559597,2017-09-17T04:00:00Z,Very very warm and hospitable...her English very good as well...would definately be back,6
19559597,2018-02-12T05:00:00Z,The apartment is awesome and very comfy and clean. Location is great. Access to everywhere is easy. Gunes was more than a great host. I enjoyed the place a lot and definitely recommend it. Also there is a supermarket right down the building which is an add to,8
19559597,2018-02-27T05:00:00Z,It was a great place really clean and comfy. The host host was more than helpful. Will definitely be back there. And highly recommended,8
19559597,2018-03-11T05:00:00Z,"At the first time they were very kind to me. 
Gnes and her co-workers helped us in the highest level.
We feel our selfe there like a in a 4**** hotel.

Mindenkinek csak ajnlani tudom, aki rrtk arnyban nagyon jt szeretne s szeret pozitvan csaldni!

We will back go there as soon as possible",6
19559597,2018-03-18T04:00:00Z,Very clean house,8
19559597,2018-05-13T04:00:00Z,"Everything was great lovely apartment, amazing shower and location was perfect for our needs, however, my only negative comments would be that the floors and carpets could have been cleaner as floors seemed dusty also the breakfast provided was extremely limited and to be honest for the standard of the accommodation not very good at all. Other than this everything was good, everyone was friendly and helpful",6
19559597,2018-08-31T04:00:00Z,"Its a hotel-like kind of a place, excellent facilities, clean, near a mall, with swimming pool",8
19559597,2019-01-11T05:00:00Z,Extremely happy with the property. Very clean and super comfortable stay.. highly recommended,8
19585860,2018-10-16T04:00:00Z,"Erdem is really nice guy, helped with a lot of things, location is good, safe and comfortable for travel. Apartment itself is quite good too and fine for the value",8
19800005,2017-09-27T04:00:00Z,"Erdinc is a wonderfully friendly and incredibly helpful. The room was basic but clean and the bed was comfortable. The balcony lets you look out onto Istanbul life. It is near a big road which makes it a little bit noisy, but the insulation is good, so when everything is closed you barely hear a thing. \n\nYou can walk to Taskin square in a little over 30 minutes or you can just take the Metro which is very close and will drop you off wherever you need to go. \n\nIn other words, great location and great value for money",8
2023934,2019-01-30T05:00:00Z,Pros \nLocation close to amenities and away from hustle and bustle/traffic\nPrice/value for money\nFlexible check in\nLots of space- good for couple\nBalcony\nGas stove (yay!)\n\nCons\nThin walls and noisy neighbours\nShower doesnt drain well (foot spa,6
20275415,2018-01-12T05:00:00Z,"Murat is not just a great host --- he took his time showing me around the city, welcoming me to join him and his friends for drinks, offering help with every question i had, teaching me some Turkish, even cooking and serving home-made meals (!) and a lot more. But above everything, I really appreciate and value the friendship and respect he provided with me so genuinely and graciously that one cannot ask for more when traveling in a foreign city.\n\nMurat",1
2073897,2019-01-10T05:00:00Z,"Highly recommended. Kubilay was very friendly and helpful; he explained everything you need to know. Without asking, he emailed me with instructions on how to get to the accommodation and the most emblematic sites by bus. Very detailed. I would have liked to have talked to him more, but my English isn’t very good. If I return, I’ll go back",8
20755043,2018-09-24T04:00:00Z,"Best place, a very beautiful and guiet locations, close to all of Istanbul",6
21174788,2018-09-01T04:00:00Z,"It looked like the photos on the website. The bed in the bedroom and the pillows weren’t comfortable. There were also cleanliness issues. The building’s parking area was usable, but you couldn’t use it from outside. It was a place that you could only be outside",6
21174788,2018-09-17T04:00:00Z,"Thank u!
For sure will be there again",2
21174788,2018-12-17T05:00:00Z,Irmac is a great host. Very nice and pleasant and always responsive,6
21061587,2017-12-31T05:00:00Z,The host canceled this reservation 5 days before arrival. This is an automated posting,1
21061587,2018-01-01T05:00:00Z,"Is 21 days trip in Turkey i have met the best of the host, the house is near the Ataturk International airport, the host is a good man, very warm and very nice, when i need help, he is very patient with me, same like my family",2
20792560,2018-11-14T05:00:00Z,"If you are looking for a place to stay and your budget is limited, this is your place, close to downtown, walking distance to Gran Bazar, Hagia Sofia even Topkapi, do not expect any fancy. Muro is a great host, he helps us to get a taxi, train, give us great tips about the city and always answer our questions. Breakfast is a plus, the variety, and taste make you feel in Turkey (instant coffee no my favorite all do",7
21155900,2017-10-17T04:00:00Z,The site is very pleasant. The host is friendly,6
21155900,2018-04-13T04:00:00Z,The host canceled this reservation 12 days before arrival. This is an automated posting,1
21155900,2018-04-20T04:00:00Z,"The room was quite comfortable and clean. The breakfast was very generous and good. It was also well-located. However, there was a significant effort needed regarding their responsiveness – it took 3 days to change a lightbulb",6
21155900,2018-05-07T04:00:00Z,"DO NOT BOOK - TURNED UP AND NO ROOM AVAILABLE, WAS LEFT AT 2AM WITH NOWHERE TO STAY, MANAGER REFUSED TO TALK TO US OR STAY WITH US",1
20672298,2018-11-26T05:00:00Z,"Wonderful place, great location close to everything needed, the staff was very helpful especially Mert ! thank you guys for making our trip beautiful",8
2118641,2019-01-23T05:00:00Z,"Basic, nice and clean, easy access to area attractions, great and timely communication from the host. Would stay again",8
20701559,2018-12-16T05:00:00Z,perfect place to stay,6
21497042,2018-05-12T04:00:00Z,"Gzel ve huzurlu bir yer tavsiye ederim konaklamayi dnucek insanlara . Beautiful and peaceful house. Lady rasha very nice person , I would recommended stay",3
2133967,2018-09-25T04:00:00Z,"Naz and Gulcin are very nice and available we had a great time staying in their apartment and we are really grateful for their hospitality. place was really clean and comfortable in a nice and quiet neighborhood, also location was really good around 3 minutes walking to metro, bus and shopping center. We felt the real Turkish culture, they made us Turkish breakfast and shared a lot of useful information about Turkey and Istanbul. We really enjoyed our time staying there and we definitely recommend for everyone",9
21493665,2017-11-04T04:00:00Z,"Farouq is an excellent host, when we arrived he showed us places where we can eat, shop, and different ways to arrive home. 
The apartment is beautiful, two bedrooms, two bathrooms, one kitchen, small but independent and has everything you need. It was also very clean. 
You can always find Farouq by (Hidden by Airbnb) , he helps you with every question. 
The apartment is in a good location, close to the Blue Mosque, Hagia Sophia and other interesting points. 
The wifi is not so good. 
Thanks for everything, magic city",9
21493665,2018-01-02T05:00:00Z,Clean and pleasant accommodation. Well located to visit many monuments,8
21493665,2018-01-18T05:00:00Z,"Excellent place and services. It’s close to historical sites, restaurants, and public transport",8
21493665,2018-02-18T05:00:00Z,We had a great vacation and Farouq is very good host. the apartment is clean and very welcoming. We recommend,8
21493665,2018-04-16T04:00:00Z,The perfect combination. Price and quality. The apartment is clean and comfortable. The location is excellent. A picturesque authentic area. 10 minutes to Sultanahmet. In the quarter where the apartment prices in restaurants are lower than in tourist places. Nearby great places. Excellent breakfast in Ziya Baba Turk Mutfagi.Inexpensive and tasty hookah in Reggae BR Shot & Food. Farouq quickly answers and solves the problems,1
21382912,2018-07-30T04:00:00Z,"Quiet and useful place, close to subway and restaurant. It was a good exprience",8
21816095,2018-10-08T04:00:00Z,My husband and I stayed 3 nights at Ahmet,2
21654414,2017-12-17T05:00:00Z,"the location is very central and convenient for a discovery of Istanbul, the flat is perfect for a couple : clean and comfortable",8
21654414,2018-02-12T05:00:00Z,Decent and clean rooms for a fair price,6
21654414,2018-02-25T05:00:00Z,"The location is lovely and quiet, thank you. We recommend it",6
21654414,2018-03-25T04:00:00Z,"Central location, modern and clean room for a good price",8
21654414,2018-10-01T04:00:00Z,"Good location a little away from the main tourist area, comfortable bed, warm in the cold and reliable internet. Easy communication and check in. Thank you",8
21654414,2018-10-24T04:00:00Z,Small room but clean and very close to Taksim. Friendly staff and flexible,7
21954331,2018-09-14T04:00:00Z,Was good location to stay,4
22134640,2018-08-17T04:00:00Z,The host canceled this reservation 5 days before arrival. This is an automated posting,1
21686582,2017-11-29T05:00:00Z,"Seyma is a great host! The flat is in the centre of Besiktas, well located in very a calm street. The room and the flat in general was very very clean. I recommend more than 100%. Thank you Seyma for all the support and attention. All the best, Thiago",9
21686582,2017-11-30T05:00:00Z,"The apartment is in a quiet street but very near the trendy area of Beikta with all the restaurants and nightlife. The apartment is clean and Seyma is very nice, a great host. I absolutely recommend this place",8
21686582,2018-07-08T04:00:00Z,"Flat located in one of the Best suburb of Istanbul. A respectful hospitality, so are the locals. Enjoyable and to do it again",8
22339946,2018-10-14T04:00:00Z,"If you’re looking for accommodation in the Anatolian side, this is a highly recommended option, especially considering the space and the price/quality ratio. The building is old, but the apartment doesn’t have a shared bathroom. The bathroom, toilet, kitchen, and bedroom are adequate in terms of cleanliness and amenities (toilet paper, soap, towel, coffee, cups, water, cleaning supplies, towels and blankets, etc",7
22624198,2018-10-21T04:00:00Z,"Nice flat, great location and cool host with amazing tips. Thanks Enes",8
23219274,2018-03-25T04:00:00Z,Amazing value and service highly recommend,6
22792908,2019-02-10T05:00:00Z,"Memo is amazing host! He is kind, funny and super helpful. Memo also made me delicious breakfast during my stays and gave me ton of awesome local tips. And the accommodation is right in the heart of the city, great connection to everywhere especially to those who enjoy sleepless neighborhood like Taksim. More importantly, bed is really comfortable. I would love to come back and stay at Memos place again. Totally recommend",9
23177595,2018-12-08T05:00:00Z,"Lovely place, very central so can walk to everything. Tahsin was very responsive. Altogether a great stay",8
23210868,2019-01-03T05:00:00Z,the best host that I have ever met!\nThey are always glad to help us!\nI promise that I will come to Turkey once again and still choose this one,8
2338855,2019-02-03T05:00:00Z,"3 - (4-) . This is a terrible experience. The apartment was dirty and not clean at all. There was no privacy, and it was extremely noisy. The host was unresponsive and unpleasant. :)))

The apartment was dirty and not clean at all. There was no privacy, and it was extremely noisy. The host was unresponsive and unpleasant",1
23440490,2019-02-01T05:00:00Z,"Good location. It’s close to the metro, but it’s complicated to climb the street with suitcases because there isn’t an elevator in the building",6
23298687,2018-04-01T04:00:00Z,The house we originally paid for was switched last minute due to a appliance issue. I did not know that the house was switched to another apartment until arrival in the home itself. The house was clean but very small. For 5 people traveling it was extremely tight. The stay was manageable and we tried to make the best of the experience but the home was not what I had originally paid and planned for,3
23298687,2018-04-10T04:00:00Z,Nice flat,4
23298687,2018-07-29T04:00:00Z,"This was a lovely apartment in a lively and busy neighborhood of Istanbul. Communication was excellent and very quick. However, we had higher expectations. The Wi-Fi connection was extremely poor, the toilet seat was broken, there was mold in the shower, and the windows and doors were difficult to open and close. The air conditioning, however, worked perfectly well",4
23482784,2018-11-09T05:00:00Z,"Very friendly and kind hearted host. They do things to make you feel at home. And also not boring with unneccessary rules and with disturbing pressure. And they ask you to share things with you which is also so kind. Also they care your personal needs too, once you share with them.\nLocation is also great. A big market is just next to home and ferries are very close",6
23788201,2019-02-04T05:00:00Z,What is a typical Airbnb moment? Our stay at Nalan,4
24492886,2018-11-06T05:00:00Z,Very good location,5
25134372,2018-06-25T04:00:00Z,"Ufuk is a great host. location is very good, it is 10 mins far from taksim square. if you have allergy againts cats, you should think twice because he has 2 cats",6
25134372,2018-07-05T04:00:00Z,The host canceled this reservation 3 days before arrival. This is an automated posting,1
25069056,2019-01-02T05:00:00Z,"Very close to Galata Tower and centrally located in Beyoglu, however they are renting out more than one similar space and using photos from other apartments than the one you",2
24418052,2018-06-15T04:00:00Z,"I thank Imini and Barkai for their warm welcome in their home,
First Berkay and Emini are very educated and friendly people, I loved talking to them and discussing many topics. In addition to spending time together, and the dog Max, a cute dog, will love him at first sight, I will miss him a lot.
Secondly, the room is clean and very quiet which contains everything the traveler wants.
Third, the transport is very close to the neighborhood, even it is safe and quiet and contains grocery stores and restaurants..etc .. I can rate my stay here with a rating of 10/10 (fantastic).
Finally, I thank Emini and Barkai for having welcomed me, I will miss him so much, my greetings to him & on another occasion inchallah.

AHMED BILAL BENYAHIA",1
24418052,2018-07-08T04:00:00Z,Great place to stay.  Emine and Berkay were very helpful and nothing was too much to ask.  House was clean and well equipped.  Its a bit fair from the centre but is well commected with public transport,8
24296834,2019-02-11T05:00:00Z,It’s a very spacious apartment. It’s very well-located. It’s close to Tapsin center and just a step away from the metro to Sultanahmet,8
25241699,2018-12-13T05:00:00Z,"Fatih is one of the best hosts that Ive met! Hes not just renting you a room, he shares his home with his guests and does this with all his heart. On the first day he made an amazing dinner for us, taught me how to make Turkish tea and coffee, and told a lot of interesting things about Turkey that only local man knows. He also made a list of best places in Istanbul that are not crowded with tourists and where you can feel real Istanbul life (has anyone ever done this for you?!) The apartment is located in really quite and friendly area, no tourists, real local experience and good transportation options to go anywhere. The room is nice and clean and has amazing view to the city and Bosphorus. So if you want to escape noisy and crowded touristic places and get to know real Turkish life and hospitality, you should definitely choose Fatihs place. Im sure youll be surprised to see Turkey with his eyes",9
25241699,2019-01-02T05:00:00Z,"Fatih is a great host, ready to help in different situations) 
Perfect location of the house, nice parks around, nothing of the usual touristic kind and very pleasant",6
24298167,2018-05-05T04:00:00Z,It was a great experience,6
24298167,2018-05-17T04:00:00Z,"Hello Artika

It was our great pleasure to book your brand new hotel this time. We felt very comfortable with our 4 days in Istanbul and all of our family are happy with accomodation and breakfast too and thank you once again for offering good facility to us and we wish you continue to have good business and life.  Thank you for all",6
24298167,2018-06-17T04:00:00Z,Lovely place with great location,6
