_id,review_scores_value,RatingPrediccion_scaled
2686100,10.0,10.0
26427671,10.0,10.0
27568440,8.0,10.0
297908,9.0,
2875373,10.0,
2858519,8.0,7.5
29856236,8.0,10.0
27573376,10.0,10.0
296910,9.0,
2889440,9.0,10.0
29764623,10.0,10.0
2851471,10.0,
2949309,9.0,
2769600,8.0,10.0
2993875,10.0,
30171277,10.0,9.375
30537041,10.0,10.0
30083901,10.0,8.0
30032152,8.0,10.0
30092212,10.0,10.0
30531901,10.0,10.0
30561422,8.0,10.0
3040870,10.0,
3013098,9.0,
30756696,8.0,10.0
30926186,10.0,10.0
31670584,10.0,10.0
3190976,9.0,
3113661,10.0,10.0
31506064,6.0,5.0
316355,8.0,
31123905,10.0,9.166666666666668
3208863,9.0,
3147146,9.0,
313223,9.0,
3155979,9.0,
310233,10.0,
31058753,10.0,10.0
3173305,10.0,10.0
3114202,10.0,9.75
31099467,2.0,0.0
3220673,10.0,
323213,10.0,
3210248,9.0,9.021739130434783
332150,10.0,
336569,9.0,
3448897,9.0,
3374964,9.0,8.389830508474576
3427741,8.0,9.375
349618,9.0,
3800450,9.0,
3654407,10.0,10.0
3971325,9.0,
369336,9.0,
4088691,10.0,
4074453,10.0,5.0
4382487,9.0,
4761793,9.0,
4974771,10.0,
4838721,10.0,9.166666666666668
490098,10.0,
564564,9.0,
486337,8.0,10.0
4790136,10.0,
4924343,9.0,10.0
4798749,10.0,8.75
573086,9.0,
4621190,10.0,
4467174,10.0,
5018276,10.0,10.0
4591790,7.0,8.75
484267,10.0,
4987188,9.0,
5093778,10.0,10.0
4773338,8.0,
4875052,9.0,
4902451,9.0,10.0
4776811,10.0,
4798216,9.0,
48305,8.0,
5192553,9.0,10.0
4915245,10.0,
4964534,10.0,
564578,9.0,
5814254,9.0,
5554583,10.0,10.0
6314480,9.0,8.75
654519,9.0,
6612354,9.0,
664017,9.0,
6666674,10.0,3.75
6778993,9.0,
690895,10.0,10.0
6922924,10.0,
746187,9.0,
7970000,7.0,5.0
7841907,9.0,
8043869,10.0,
808744,10.0,
846689,10.0,
8710268,10.0,10.0
880678,9.0,
878307,9.0,
8980230,10.0,10.0
8905515,10.0,9.791666666666668
8942282,10.0,10.0
9195855,9.0,5.833333333333334
9172046,9.0,
9200371,9.0,10.0
926669,9.0,
9504767,10.0,10.0
9347161,10.0,10.0
9369576,8.0,10.0
9296889,10.0,
9258101,10.0,
9667647,10.0,7.5
9895628,10.0,10.0
9643051,10.0,
9951865,10.0,10.0
9987200,9.0,
9686887,10.0,8.333333333333332
9590078,9.0,8.25
9853331,10.0,
9614181,7.0,
9744478,9.0,
9795621,10.0,9.5
9834391,10.0,
