apartment_id,Review,RatingPrediccion
16241397,"Galata guesthouse is one of the best places to stay in Istanbul.  Location is central and walking distance from all the major sites, there is public transport both tramvay and metro 5 minutes from the residence. The view on the roof is amazing and all in all it was a memorable experience. Communication was relaxed and we made all agreements easily. :)",5
16241397,"Nice people. The apartment is in a very run down area only used for selling construction goods. It is not an apartment, it is a hotel in a non residential area. ",1
16241397,The AI responds promptly. Itâs a helpful person for the duration of the stay.,4
1676806,We were made to feel welcome. He gave good information. The room/studio was clean and comfortable. We liked it very much.,5
16775246,The host canceled this reservation 8 days before arrival. This is an automated posting.,5
18277596,The host canceled this reservation 5 days before arrival. This is an automated posting.,5
18137446,"The people is a friendly 
I like this apartment is very nice",5
18137446,Very kind man .. also very nice home .. i was there for 5 nights with my big family .. big house and great location .. good communication good answering .. everything was great,4
18137446,The host canceled this reservation 22 days before arrival. This is an automated posting.,5
18137446,"Excellent location - close to airport, big part and seaside. Stylish, quite and luminous place, with excellent view from big balcony on the park and sea. Caner kindly met us at the bus station. Overall we enjoyed very much from our stay at Caners place.",4
18137446,"Great house and good location, easily accessible to everything.",4
18137446,The host canceled this reservation 11 days before arrival. This is an automated posting.,5
18137446,Thank you for cleaning it up here.,1
18137446,The host canceled this reservation 9 days before arrival. This is an automated posting.,5
18137446,"Caner was very accommodating and his place was better than the pictures showed, clean and stylish.
Very quite street and walkable to restaurants and cafes.",4
18137446,Everything was very good and top-notch.,5
18137446,"Great place!  Comfortable beds, huge kitchen.  Very peaceful street. Amazing views from the terrace.  Easy to walk to grocery store and the park across the street is a great place to let the kids run.   Very easy to walk along the sea near Aqua Florya mall and Aquarium, plenty of play parks along the way.",5
18137446,"Great location and nicely furnished apartment with lots of privacy.
Great communication, highly recommended!",5
18137446,The host canceled this reservation 16 days before arrival. This is an automated posting.,5
18137446,"It was the most luxurious apartment I have ever been in Airbnb. Everything looks exactly like on photos, the view from terrace is magnificent and quiet safe neighborhood. Perfect place for families with a car.",5
18137446,"Huge place, great view and peaceful place.
It was a great time.",5
17971704,The host canceled this reservation 12 days before arrival. This is an automated posting.,5
17897640,The place is really good! nice location and very pleasant host) highly recommend!,5
19559597,I advise...,1
19559597,Very very warm and hospitable...her English very good as well...would definately be back ,5
19559597,The apartment is awesome and very comfy and clean. Location is great. Access to everywhere is easy. Gunes was more than a great host. I enjoyed the place a lot and definitely recommend it. Also there is a supermarket right down the building which is an add to,5
19559597,It was a great place really clean and comfy. The host host was more than helpful. Will definitely be back there. And highly recommended,5
19559597,"At the first time they were very kind to me. 
Gnes and her co-workers helped us in the highest level.
We feel our selfe there like a in a 4**** hotel.

Mindenkinek csak ajnlani tudom, aki rrtk arnyban nagyon jt szeretne s szeret pozitvan csaldni!

We will back go there as soon as possible!",5
19559597,Very clean house,4
19559597,"Everything was great lovely apartment, amazing shower and location was perfect for our needs, however, my only negative comments would be that the floors and carpets could have been cleaner as floors seemed dusty also the breakfast provided was extremely limited and to be honest for the standard of the accommodation not very good at all. Other than this everything was good, everyone was friendly and helpful.",5
19559597,"Its a hotel-like kind of a place, excellent facilities, clean, near a mall, with swimming pool.",5
19559597,Extremely happy with the property. Very clean and super comfortable stay.. highly recommended :),5
19585860,"Erdem is really nice guy, helped with a lot of things, location is good, safe and comfortable for travel. Apartment itself is quite good too and fine for the value.",4
21174788,"It looked like the photos on the website. The bed in the bedroom and the pillows werenât comfortable. There were also cleanliness issues. The buildingâs parking area was usable, but you couldnât use it from outside. It was a place that you could only be outside.",4
21174788,"Thank u!
For sure will be there again :)",5
21174788,Irmac is a great host. Very nice and pleasant and always responsive.,5
21061587,The host canceled this reservation 5 days before arrival. This is an automated posting.,5
21061587,"Is 21 days trip in Turkey i have met the best of the host, the house is near the Ataturk International airport, the host is a good man, very warm and very nice, when i need help, he is very patient with me, same like my family.",5
21155900,The site is very pleasant. The host is friendly.,5
21155900,The host canceled this reservation 12 days before arrival. This is an automated posting.,5
21155900,"The room was quite comfortable and clean. The breakfast was very generous and good. It was also well-located. However, there was a significant effort needed regarding their responsiveness â it took 3 days to change a lightbulb.",4
21155900,"DO NOT BOOK - TURNED UP AND NO ROOM AVAILABLE, WAS LEFT AT 2AM WITH NOWHERE TO STAY, MANAGER REFUSED TO TALK TO US OR STAY WITH US",1
21497042,"Gzel ve huzurlu bir yer tavsiye ederim konaklamayi dnucek insanlara . Beautiful and peaceful house. Lady rasha very nice person , I would recommended stay .",5
21493665,"Farouq is an excellent host, when we arrived he showed us places where we can eat, shop, and different ways to arrive home. 
The apartment is beautiful, two bedrooms, two bathrooms, one kitchen, small but independent and has everything you need. It was also very clean. 
You can always find Farouq by (Hidden by Airbnb) , he helps you with every question. 
The apartment is in a good location, close to the Blue Mosque, Hagia Sophia and other interesting points. 
The wifi is not so good. 
Thanks for everything, magic city.",5
21493665,Clean and pleasant accommodation. Well located to visit many monuments.,5
21493665,"Excellent place and services. Itâs close to historical sites, restaurants, and public transport.",5
21493665,We had a great vacation and Farouq is very good host. the apartment is clean and very welcoming. We recommend.,5
21493665,The perfect combination. Price and quality. The apartment is clean and comfortable. The location is excellent. A picturesque authentic area. 10 minutes to Sultanahmet. In the quarter where the apartment prices in restaurants are lower than in tourist places. Nearby great places. Excellent breakfast in Ziya Baba Turk Mutfagi.Inexpensive and tasty hookah in Reggae BR Shot & Food. Farouq quickly answers and solves the problems.,4
21654414,"the location is very central and convenient for a discovery of Istanbul, the flat is perfect for a couple : clean and comfortable.",5
21654414,Decent and clean rooms for a fair price.,3
21654414,"The location is lovely and quiet, thank you. We recommend it.",5
21654414,"Central location, modern and clean room for a good price.",4
21654414,"Good location a little away from the main tourist area, comfortable bed, warm in the cold and reliable internet. Easy communication and check in. Thank you",5
21654414,Small room but clean and very close to Taksim. Friendly staff and flexible,4
21954331,Was good location to stay,4
22134640,The host canceled this reservation 5 days before arrival. This is an automated posting.,5
21686582,"Seyma is a great host! The flat is in the centre of Besiktas, well located in very a calm street. The room and the flat in general was very very clean. I recommend more than 100%. Thank you Seyma for all the support and attention. All the best, Thiago",5
21686582,"The apartment is in a quiet street but very near the trendy area of Beikta with all the restaurants and nightlife. The apartment is clean and Seyma is very nice, a great host. I absolutely recommend this place!",5
21686582,"Flat located in one of the Best suburb of Istanbul. A respectful hospitality, so are the locals. Enjoyable and to do it again ! ",5
23219274,Amazing value and service highly recommend,5
23298687,The house we originally paid for was switched last minute due to a appliance issue. I did not know that the house was switched to another apartment until arrival in the home itself. The house was clean but very small. For 5 people traveling it was extremely tight. The stay was manageable and we tried to make the best of the experience but the home was not what I had originally paid and planned for.,1
23298687,Nice flat.,4
23298687,"This was a lovely apartment in a lively and busy neighborhood of Istanbul. Communication was excellent and very quick. However, we had higher expectations. The Wi-Fi connection was extremely poor, the toilet seat was broken, there was mold in the shower, and the windows and doors were difficult to open and close. The air conditioning, however, worked perfectly well!",2
23298687,"     -   ,    .     -(   ),     -,        -      )            ,  -  -     . 
  ,     - )
      ,     .
   -   ,   .     . ",1
23755792,Mukemmel,1
24492886,.,1
24492886,Very good location,4
25134372,"Ufuk is a great host. location is very good, it is 10 mins far from taksim square. if you have allergy againts cats, you should think twice because he has 2 cats. ",5
25134372,The host canceled this reservation 3 days before arrival. This is an automated posting.,5
24418052,"I thank Imini and Barkai for their warm welcome in their home,
First Berkay and Emini are very educated and friendly people, I loved talking to them and discussing many topics. In addition to spending time together, and the dog Max, a cute dog, will love him at first sight, I will miss him a lot.
Secondly, the room is clean and very quiet which contains everything the traveler wants.
Third, the transport is very close to the neighborhood, even it is safe and quiet and contains grocery stores and restaurants..etc .. I can rate my stay here with a rating of 10/10 (fantastic).
Finally, I thank Emini and Barkai for having welcomed me, I will miss him so much, my greetings to him & on another occasion inchallah.

AHMED BILAL BENYAHIA",5
24418052,Great place to stay.  Emine and Berkay were very helpful and nothing was too much to ask.  House was clean and well equipped.  Its a bit fair from the centre but is well commected with public transport.,4
25241699,"Fatih is one of the best hosts that Ive met! Hes not just renting you a room, he shares his home with his guests and does this with all his heart. On the first day he made an amazing dinner for us, taught me how to make Turkish tea and coffee, and told a lot of interesting things about Turkey that only local man knows. He also made a list of best places in Istanbul that are not crowded with tourists and where you can feel real Istanbul life (has anyone ever done this for you?!) The apartment is located in really quite and friendly area, no tourists, real local experience and good transportation options to go anywhere. The room is nice and clean and has amazing view to the city and Bosphorus. So if you want to escape noisy and crowded touristic places and get to know real Turkish life and hospitality, you should definitely choose Fatihs place. Im sure youll be surprised to see Turkey with his eyes! :)",5
25241699,"Fatih is a great host, ready to help in different situations) 
Perfect location of the house, nice parks around, nothing of the usual touristic kind and very pleasant.",5
24298167,It was a great experience.,5
24298167,"Hello Artika

It was our great pleasure to book your brand new hotel this time. We felt very comfortable with our 4 days in Istanbul and all of our family are happy with accomodation and breakfast too and thank you once again for offering good facility to us and we wish you continue to have good business and life.  Thank you for all.",5
24298167,Lovely place with great location,5
24298167,",,",1
24298167,"Great place, location and value! Very good service from all the staff! Place is in mint conditions, great location and powerfull A/C and WiFi",4
24298167,.,1
24298167,"Great location 
Clean hotel",4
24298167,Great location . Close to tourist attraction places. Hotel staff very cooperative,5
24298167,"The host is ready to assist when you need Communication is not s problem as he has a good command of English. 
Hands down,  I would recommend this place to anyone I know.",2
24298167,Great location and great greeting!,5
24298167,We enjoyed our stay there. The only issue was the ride back to the airport. The driver was about 30 minutes late to pick us up. Be sure to give yourself lots of time.,4
24298167,"The host was very welcoming and hospitable, and organised cheap and punctual airport transfer for us. The hotel is located in an excellent place and was only a 4 minute walk from Istanbuls main sites, this allowed us to come and go as we pleased during the day. The rooms were very clean  and air conditioned and the beds were comfortable. The hotel is located off the main streets so it is nice and quiet in the evening. The view from the terrace is amazing and all the staff spoke brilliant English. We felt comfortable around the staff and also organised activities such as a Turkish bath through the hotel. The host was swift in responding to queries, I would definitely go back and recommend this affordable and comfortable hotel !",5
24298167,"Place highly recommended. Perfect location, perfect communication, perfect accomodation. If I would come back to Istambul, I will definitively repeat Artika Hotel. Thanks for everything.",5
24298167,"The hotel is an excellent location, really close to the blue mosque, the grand bazar and many restaurants,  the hotel staff will try to do as much to help you have a great stay.",5
24298167,"Artika Hotel was outstanding. The rooms were clean and nice. We liked the bathrooms especially. The personal attention of Salih Bey was remarkable. He gave us tips on sights and was there for us in all respects. Salih Bey - thank you!

I can recommend artika to everyone who wants to discover Istanbul!",5
24298167,Outstanding location and clean rooms. Easy to reach attractions. Nice host.,5
24298167,"Beautiful stay, very nice hotel, super helpful staff, perfect location :))
We enjoyed our stay and if in Istanbul again will absolutely stay at Artika hotel again :))
Highly recommand :)))",5
24298167,"Perfect location, clean, good hospitality, very kind staff. Highly recommended!",5
24298167,"Staff are extremely  helpful
Location is very convenient less than 5 minutes walk to blue mosque 
Breakfast is basic",4
24298167,"I would wholeheartedly recommend Artika to anyone. Communication was spot-on, the staff friendly and helpful to a fault, cleanliness was acceptable and the location just right. Being a 20 minute walk away from the Blue Mosque meant that we were never disturbed by the early morning call to prayer - so many reviews mention how noisy it can be. The beds were comfortable and we slept well. Breakfast was more than adequate, in fact, everything exceeded our expectations for a hotel in this price bracket. Salih and his team are able to arrange anything and provided us with good advice and tips on what and what not to do. We were travelling with my elderly mother who has mobility issues but she managed the location without difficulty: turn left out of the hotel up the steep hill and keep climbing until you hit the street with trams OR turn right and walk to the mosque along mostly level roads then walk back up the tram road from the Blue Mosque and then down to the hotel - easy. And DO check out the newly opened Roman cistern  just up the hill. Discovered in 2010 it is smaller than the Cistern Basilica but equally impressive and the crowds havent discovered it yet; we were the only visitors to this vast underground space with towering columns.",4
24298167,",,,,,",1
251414,"I had a very nice trip to Istanbul. The apartment is very nice and you feel like at home in there. The location is just perfect, you can walk to taksim in 5 minutes. I really liked the place a lot.",5
24755982,very great experience with Turkish family. actually I could not find words to describe the family.,5
25239252,"Amazing host. I was able to book the same day and last minute and was able to check in 20 minutes later. Great place, i would recommend .",5
24652972,The place was really nice and enjoyable.,4
24652972,It is a great place to stay! Can is cool and extra helpful. Can went an extra mile in driving us and showing us around. The kitchen and the bathroom were filled with all the essentials. We would love to stay here again sometime in the future. Special thanks to Cans parents who were sweet and generous and also went an extra mile by bringing us snacks and cooking us food. I highly recommend Cans apartment for anyone visiting Turkey.,5
24652972,Thank you very much to the host. It was a very nice stay.,5
24652972," ,  ",1
24652972,Very nice place,4
2538085,"Apartment was as described, clean and quiet, located in a safe family-like neighborhood and ideal for visiting stanbul. Eda is really nice and make you feel like at home.

If you go to Istanbul there is no other places where you want to stay.",5
2538085,"I should say with the full resposibilty that it was the best hosts i had ever hosyed.
Eda was so friendly and helpful that that i have no words. She is very intelligent and interesting personalities,  i am very thankful for her. The room was very was so lovely every thing is enought fo me, it was very clean and nice. Eda flat is the place of good energy and love. Location is also great near to all public transportation. I am really lucky, see you Eda welcome to Egypt, many thanks to you and all spesialy Ozge.",5
25570581,"There was hospitality and a beautiful view, but the house is somewhat old and could benefit from a more thorough and stylish renovation. Thank you.",5
25570581,"âDid you decide whether or not to book it, my love,â he said, âbecause the host, Seluk, is so kind and with his lovely conversation, it was wonderful.â

Thank you very much, sister, it was great to meet you :)",5
25570581,Nice people :),4
25570581,"The room and bed linens were not clean, it was an old and neglected environment. The room overlooking the view didnât have a bathroom â the bathroom rooms were windowless and gloomy. I didnât feel comfortable.",5
25570581,"Seluk is genuinely a very anxious person and was incredibly helpful to us. He arrived much later than expected and, anticipating we wouldn't have anything to drink, offered us water. He suggested having breakfast on his terrace and helped us find the places we were going to visit on the island. The location was also very convenient, only 5 minutes to the pier, making arrivals and departures very easy. However, the streets are dark in the evenings, but thatâs something easily resolved with a phone flashlight.",4
25723457,"Stay at the flat was quite pleasant and communication was pretty good with Aysegul and Ferhat. Flat was clean, apartment is quite stylish.There was a security at the main door (7/24)which makes the place quite safe. Around the flat, there are local shops. You barely see tourists and that is a good place to enjoy real local Istanbul experience. ",4
25723457,"We thoroughly enjoyed our stay at Ferhat (Ayegls husband) and Ayegls lovely apartment. It was much more spacious than we expected, and Ferhat and Ayegl were kind and lovely hosts. Their flat is in a secure (site) area with 24/7 security who were kind and vigilant. And its really close to a large nearby mall as well. (We had a car, so Im not sure how easily accessible it is without a car, but I assume its not too difficult.) By car its 15 minutes from the Ataturk airport (IST) so it made coming and going from there a cinch! 

Their place is comfortable and spacious and what you see in the pictures are just a small but good glimpse of their place. We highly recommend staying with Ferhat and Ayegl.",5
25845370,The host canceled this reservation 13 days before arrival. This is an automated posting.,5
25845370,"Ezgis place is 10/10. The flat is really beautiful, it is in a central location- close to everything and in a very safe and nice neighborhood. Ezgi is also a perfect host- she helped us with everything and her hospitality is outstanding! We really recommend this place for everyone to stay in Istanbul. Thank you Ezgi!",5
25819967,The host canceled this reservation 15 days before arrival. This is an automated posting.,5
25819967,Very cool location and wonderful owner))). I can strongly recommend this place)).,5
25819967,Size of space for the worth is amazing in a fantastic and lively area of kadiky. Plus Dicle is a Vegan chef;),5
25819967,"Dicle was a helpful host and responded very quickly. The house is in a very quiet and peaceful location. Itâs clean, tidy, and minimalist. It was a very comfortable stay, and it will definitely be one of my first choices if I visit again.",5
25881010,My family stayed at Sin and were really pleased with everything! Sin was helpfull during the stay and quick to answer messages.,5
27452326,"The photos have absolutely nothing to do with the accommodation.

Fuir!",1
26712529,"Sefas place is comfortable for a small family with a child. A baby crib will be provided when requested. The location is also convenient, just walking distance to Taksim and to the airport bus station (Havabus) and to the metro station. You have to be ready to walk uphill though when leaving the house since it is located in a small neighborhood. There is a small bakery right infront of the house, very convenient to grab fresh bread and a bit of grocery. Sefa responsed to every query we have even just to borrow an adapter from him. I also like the fact that we are provided with a small vacuum cleaner, so its a breeze cleaning up since its a small space. Thank you Sefa, we appreciate your hospitality",4
26712529,wonderful location near taksim square and istiklal street.,5
26712529,"Thank you for everything , i recommend him highly",5
26712529,An excellent apartment; I highly recommend it.,5
27383511,                       ,1
27383511,Extraordinarily helpful!! Even on short notice!,4
26669415,"Fatima is very friendly, kindness and helped us a lot in the city. The room is very good also. Thank you!",5
26669415,"Warning: photos are not real, room  is different. The only thing that is good in this place - it is really close to the main sights, about 10-15 minutes walk. 
But : 
small room has three single beds and a drawer in it, and one of the beds  is broken. 
AC is broken seems ages ago. It is really stiffed air there with a smell of old house  and room does not even have  a fan! Barely you can sleep well there. 
Hostess didnt bother to change linens. So we slept at dirty bed shits and pillows. Also there was definite lack of towels.
Bathroom is absolutely need a massive repair. Such amount of mildew I havent seen long time.
",1
27226157,The host canceled this reservation 7 days before arrival. This is an automated posting.,5
27226157,"The elevator doesnât go up to the roomâs floors, and for a family with children, it was just barely manageable to climb the narrow stairs.",2
27226157,"Beautiful, feels like a home away from home :3 easy to find",5
27156355,Itâs much nicer than it looks in the photos and very clean. The host is really good and very hospitable.,5
27156355,"The location is great and itâs even nicer than it looks in the pictures. The host is very good. If youâre planning a quiet and peaceful holiday, you could definitely choose this place.",5
27156355,"This is a truly magnificent house, with incredibly delicate touches â itâs like a sort of art gallery. I didnât have much time for conversation with Nilfer HanÄ±m, but everything flowed naturally anyway. Her cat, Zeynep, is a real character and perfectly suited to the place. I highly recommend it.

Can zkozac",5
27156355,",   . ,  ,  !",1
27156355,",      .      . ,       .",1
27156355,The host canceled this reservation 13 days before arrival. This is an automated posting.,5
27156355,"Location is great with a sea view.if u would like to enjoy the silence and piece, here is the right place.",5
27156355,"It was good, I was very grateful. I recommend it to everyone for a relaxing stay.",5
27156355,"We left feeling very pleased with Nilfer, the host, and her home. Thank you very much for everything.",5
27156355,"Nilfer HanÄ±m, harika bir ev sahibi. Evinde Ã§ok mutlu ve Ã§ok huzurlu iki gÃ¼n geÃ§irdik. Kendisi bizi hem candan karÅÄ±ladÄ± hem de her konuda yardÄ±mcÄ± oldu. Evin konumu oldukÃ§a ideal, hem Ã§ok tepede hem de tam rafta deÄil. Ada ara kullanÄ±lmasÄ± olmamasÄ± ve kÃ¶rfez olmamasÄ± sebebiyle tam istediÄimiz gibi sakin iki gÃ¼n geÃ§irdik. YÄ±lbaÅÄ± iÃ§in Ä°stanbulâdaki kutlama seÃ§enekleri mevcut olmasÄ±na raÄmen tercih etmedik. Evde Nilfer HanÄ±m ihtiyacÄ±nÄ±z olabilecek temel malzemeleri (havlu, ampul, kurutma makinesi, mutfak ara gereci vb.) size veriyor. DiÄer ihtiyaÃ§lar iÃ§in raftaki marketlere ulaÅmak Ã§ok kolay. Evin balkonu Ã§ok keyifli, manzarasÄ± insanÄ±n iÃ§ini alÄ±yor. Elektrik sobas olmamasÄ±na karÅÄ±n, elektrik sobasyla Ã§ok rahat ÅÃ¶mineyor. Wi-Fi de Ã§ok iyi Ã§alÄ±ÅÄ±yor. Evde Zeynep ve TarÄ±k adÄ±nda iki kedi var, ikisi de Ã§ok uysal ve sevimli Ã§ocuklar. Ä°stanbulâa bu kadar yakÄ±n olup, kalabalÄ±ktan ve gÃ¼rÃ¼ltÃ¼den bu kadar uzak olmasÄ±ndan dolayÄ±, Nilfer

Herey Iin wrote to me, wanting to see you again, dear NIlfer HanÄ±m!",3
27156355,"Its a really magic place, winter time possible filing like you are the owner of island, because its looking like nobody then you. The sunrises from the balcony with panoramic sea view, silence and cosmic peace and love and care the owner of house and them gentle cats and cosiness artistic homs comfort make you clean and happy. Hope to come back one day.",5
28603723,"Her was excellent, Bekita is the best place you can stay at this price.",5
28603723,The host is really helpful and accommodating :) so great to stay at this place... the accommodation is clean and value for money,5
28997335,"the place was amazing as it was near to the center, the host is perfect and ready to help anytime of the day for any issue starting from wifi to caching taxi outside, when needed even helping by its own car. Just love the place and appreciate the host. Highly Recommended.",5
28307606,"A nice, kind, cultured host. The home is quite clear and comfortable. Thanks for everything",5
28307606,"Very good hospitality and a safe location. Itâs close to the bus station, public transport, shops, banks, and restaurants â just a 5-minute walk. The room was big enough and clean, the bed was comfortable, and the Wi-Fi worked without problems. Sebnem is a kind, friendly, and helpful girl. She was very helpful with travel suggestions and places I wanted to visit. I highly recommend it.",5
28307606,"The host, Gleryzl, is a polite and considerate woman. I felt just like I was at home. In fact, I felt better than at my own home. Thank you, Ebnem. Besides that, the propertyâs location is very good. The apartment is clean and well-maintained. The room is large and has everything you could possibly need.",5
28307606,"ebnem sper bir evsahibi. evi ok temiz ve konforlu. evin konumu da gayet merkezi. sahile, caddeye yuruyerek ulasabilirsiniz. sebnem is a super host. her house is clean and comfortable. also, the house is near seaside and the main street. you can get there by walking.",5
290608,"The neighborhood is excellent! Itâs very cute and charming. Itâs really strategically located. I booked it thanks to the comments from other users, just like me, who had a very good stay.",5
29274583,"This is a wonderfully clean house that perfectly meets your accommodation needs. Gleryzl is a hospitable and welcoming host.

It was in a rather run-down area. Those who arenât familiar with the area wonât find it particularly difficult. We were satisfied and recommend it. You can comfortably choose it.",5
27675306,"
Loved it here. Charming and spotless little studio-flat in a scilent corner of Beikta.  Excellent wifi, clean and practical kitchen. Dilara was superfriendly, quick to respond and helpful with information about the city.  I will look for this flat next time im in Istanbul. 
",5
27675306,"The host was incredibly responsive and very friendly and kind. The house is beautiful and comfortable; you have pretty much everything you need. We felt like we were at home. The location is very central, making it really easy to reach everything. We would definitely want to stay there again on our next trip to Istanbul. We recommend it.",5
27675306,"Dilara was very kind and welcoming. The house is quite central, clean, and adequate. I would definitely choose it again if I were to visit it one more time.",5
27675306,"Great location,  clean and beautiful place, lovely person :)",5
27675306,The host canceled this reservation 13 days before arrival. This is an automated posting.,5
27675306,"Considering its location and price, this is a rare apartment â the host was particularly helpful, especially regarding the schedules. Iâll definitely be returning to stay in Istanbul as long as heâs available.",5
27675306,"It was a clean, comfortable, and lovely house, and it had everything we needed. The house is located in the heart of Nanjing, but on a quiet street with no traffic (ideal for those sensitive to noise). We were very pleased with it and would definitely recommend it.",4
27675306,"The places location cant be beat. Its in the most amazing neighborhood, close to other interesting parts of the city and in walking distance to some of Istanbuls best cafes, breakfast places and restaurants. We were truly happy and grateful to be in Dilaras apartment because the location made our stay so much nicer. The beds were very comfortable after our long days spent walking around. Bedsheets and towels were clean which made it easy to feel at home. Lots of storage space in case you stay longer. Very good and reliable high speed internet, equipped kitchen for your basic needs, cozy living room! Everything was amazing. Dilara gave us amazing recommendations whenever we needed help or had questions about things in the area. She was always in reach and responded quickly every time we needed to ask a question. Truly one of the best hosts out there! Thank you Dilara :)

My only criticism is that in the bathroom, either the sink or the shower drain was giving off an odor that made it a bit smelly. Im sure it can be easily fixed though.",5
27942191,At redas place you will notice how friendly he is and help you as best as he can .,5
28475232,"Really enjoyed our stay here. It is an entire studio, not a room in an apartment as said on the listing. 
The neighbourhood is really interesting and close to cool taksim bars and restaurants. 
Communication and check in was a breeze the hosts are helpful! 

Very secure as well highly recommend",5
2787408,The host canceled this reservation 2 days before arrival. This is an automated posting.,5
29249672,"Busra was a very lovely and helpful host. She gave us a lot of great places to visit and was always quick to respond to our messages. The apartment was really cool, clean and cosy for 2 people however the bed was quite small for 2 people - but Busra kindly let us have her bed without any issues and paid for us to get a Turkish sim for wifi as it was not working. She resolved any issues we had and we really enjoyed our stay. Location was very convenient too. Thanks again:)",5
29249672,Amazing person and place !,5
